FACID,FACILITY_TYPE,LIC#,LICENSED_NAME,ADDRESS,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,LAT,LNG,FULL_ADDR
NJ90059,Ambulatory Surgical Center,24882,Franklin Surgical Center,175 Morristown Road -  Suite 102,Basking Ridge,NJ,7920,"BASKING RIDGE, NJ  07920",Somerset,40.725579,-74.54759,"175 Morristown Road -  Suite 102, Basking Ridge, NJ, US"
NJ22232,End Stage Renal Dialysis,22232,Freehold Dialysis,300 Craig Road,Manalapan,NJ,7726,"MANALAPAN, NJ  07726",Monmouth,40.2856902,-74.3005677,"300 Craig Road, Manalapan, NJ, US"
NJ25123,Ambulatory Care Facility - Satellite,25123,Freehold Primary Care Center,597 Park Avenue,Freehold,NJ,7728,"FREEHOLD, NJ  07728",Monmouth,40.2499215,-74.2699178,"597 Park Avenue, Freehold, NJ, US"
NJ31C0001013,Surgical Practice,R24551,Freehold Surgical Center,500 West Main Street,Freehold,NJ,7728,"FREEHOLD, NJ  07728",Monmouth,40.2411887,-74.3031562,"500 West Main Street, Freehold, NJ, US"
NJ25092,End Stage Renal Dialysis,25092,Fresenius Kidney Care Bayonne,29 E 29Th Street,Bayonne,NJ,7002,"BAYONNE, NJ  07002",Hudson,40.668151,-74.1126707,"29 E 29Th Street, Bayonne, NJ, US"
NJ25097,End Stage Renal Dialysis,25097,Fresenius Kidney Care Belleville,"36 Newark Avenue,, Suite 304",Belleville,NJ,7109,"BELLEVILLE, NJ  07109",Essex,40.8084184,-74.1617613,"36 Newark Avenue,, Suite 304, Belleville, NJ, US"
NJ25093,End Stage Renal Dialysis,25093,Fresenius Kidney Care Boardwalk,1925 Pacific Avenue,Atlantic City,NJ,8401,"ATLANTIC CITY, NJ  08401",Atlantic,39.3583729,-74.4343519,"1925 Pacific Avenue, Atlantic City, NJ, US"
NJ25144,End Stage Renal Dialysis,25144,Fresenius Kidney Care Bridgeton,12 Cornwell Drive,Bridgeton,NJ,8302,"BRIDGETON, NJ  08302",Cumberland,39.459185,-75.228542,"12 Cornwell Drive, Bridgeton, NJ, US"
NJ24145,End Stage Renal Dialysis,24145,Fresenius Kidney Care Hamilton Home,"3836 Quakerbridge Road, Suite 208",Hamilton,NJ,8619,"HAMILTON, NJ  08619",Mercer,40.268459,-74.672372,"3836 Quakerbridge Road, Suite 208, Hamilton, NJ, US"
NJ25061,End Stage Renal Dialysis,25061,Fresenius Kidney Care Marlton,957 Route 73S,Marlton,NJ,8053,"MARLTON, NJ  08053",Burlington,39.860015,-74.921951,"957 Route 73S, Marlton, NJ, US"
NJ25150,End Stage Renal Dialysis,25150,Fresenius Kidney Care Of South Essex,415 Elizabeth Avenue,Newark,NJ,7112,"NEWARK, NJ  07112",Essex,40.7096458,-74.1978306,"415 Elizabeth Avenue, Newark, NJ, US"
NJ22618,End Stage Renal Dialysis,22618,Fresenius Kidney Care Passaic,"10 Clifton Blvd, Suite 1",Clifton,NJ,7011,"CLIFTON, NJ  07011",Passaic,40.8661749,-74.1499714,"10 Clifton Blvd, Suite 1, Clifton, NJ, US"
NJ25202,End Stage Renal Dialysis,25202,Fresenius Kidney Care Perth Amboy,530 New Brunswick Avenue,Perth Amboy,NJ,8861,"PERTH AMBOY, NJ  08861",Middlesex,40.5190522,-74.280983,"530 New Brunswick Avenue, Perth Amboy, NJ, US"
NJ25189,End Stage Renal Dialysis,25189,Fresenius Kidney Care Sewell,"300 Medical Center Drive, Suite A1",Sewell,NJ,8080,"SEWELL, NJ  08080",Gloucester,39.725162,-75.050944,"300 Medical Center Drive, Suite A1, Sewell, NJ, US"
NJ313518,End Stage Renal Dialysis,24794,Fresenius Kidney Care Shore,2605 Shore Road,Northfield,NJ,8225,"NORTHFIELD, NJ  08225",Atlantic,39.3594436,-74.5587,"2605 Shore Road, Northfield, NJ, US"
NJ25188,End Stage Renal Dialysis,25188,Fresenius Kidney Care Voorhees,201 Laurel Oak Road,Voorhees,NJ,8043,"VOORHEES, NJ  08043",Camden,39.8453302,-74.9869566,"201 Laurel Oak Road, Voorhees, NJ, US"
NJ22240,End Stage Renal Dialysis,22240,Fresenius Medical Care Atlantic City,1501 Atlantic Avenue,Atlantic City,NJ,8401,"ATLANTIC CITY, NJ  08401",Atlantic,39.361667,-74.429588,"1501 Atlantic Avenue, Atlantic City, NJ, US"
NJ23231,End Stage Renal Dialysis,23231,Fresenius Medical Care Bergen Renal Care Center,647 Cedar Lane,Teaneck,NJ,7666,"TEANECK, NJ  07666",Bergen,40.8913423,-74.0285222,"647 Cedar Lane, Teaneck, NJ, US"
NJ24746,End Stage Renal Dialysis,24746,Fresenius Medical Care Deptford,1689 Delsea Drive,Deptford,NJ,8096,"DEPTFORD, NJ  08096",Gloucester,39.7940142,-75.1139914,"1689 Delsea Drive, Deptford, NJ, US"
NJ24954,End Stage Renal Dialysis,24954,Fresenius Medical Care Dover,400 West Blackwell Street,Dover,NJ,7801,"DOVER, NJ  07801",Morris,40.8846161,-74.5761626,"400 West Blackwell Street, Dover, NJ, US"
NJ24433,End Stage Renal Dialysis,24433,"Fresenius Medical Care East Morris, Llc","55 Madison Avenue, Suite 170",Morristown,NJ,7960,"MORRISTOWN, NJ  07960",Morris,40.788125,-74.4664427,"55 Madison Avenue, Suite 170, Morristown, NJ, US"
NJ24444,End Stage Renal Dialysis,24444,Fresenius Medical Care Edison,2 Olsen Avenue,Edison,NJ,8820,"EDISON, NJ  08820",Middlesex,40.56858,-74.385937,"2 Olsen Avenue, Edison, NJ, US"
NJ42302,End Stage Renal Dialysis,42302,Fresenius Medical Care Ewing,1962 North Olden Avenue,Ewing,NJ,8638,"EWING, NJ  08638",Mercer,40.2518997,-74.7870418,"1962 North Olden Avenue, Ewing, NJ, US"
NJ24327,End Stage Renal Dialysis,24327,"Fresenius Medical Care Fairview Dialysis, Llc",155-161 Bergen Boulevard,Fairview,NJ,7022,"FAIRVIEW, NJ  07022",Bergen,40.8141541,-74.0030214,"155-161 Bergen Boulevard, Fairview, NJ, US"
NJ22707,End Stage Renal Dialysis,22707,Fresenius Medical Care Hamilton,2 Hamilton Health Place,Hamilton,NJ,8690,"HAMILTON, NJ  08690",Mercer,40.216247,-74.675467,"2 Hamilton Health Place, Hamilton, NJ, US"
NJ24352,End Stage Renal Dialysis,24352,Fresenius Medical Care Ironbound,248 South Street,Newark,NJ,7114,"NEWARK, NJ  07114",Essex,40.7208764,-74.1677796,"248 South Street, Newark, NJ, US"
NJ22289,End Stage Renal Dialysis,22289,Fresenius Medical Care Kenilworth,131 South 31St Street,Kenilworth,NJ,7033,"KENILWORTH, NJ  07033",Union,40.6781502,-74.2810875,"131 South 31St Street, Kenilworth, NJ, US"
NJ22895,End Stage Renal Dialysis,22895,Fresenius Medical Care Kenvil,677C Route 46,Kenvil,NJ,7847,"KENVIL, NJ  07847",Morris,40.879521,-74.628632,"677C Route 46, Kenvil, NJ, US"
NJ24459,End Stage Renal Dialysis,24459,Fresenius Medical Care Linden,630 West St Georges,Linden,NJ,7036,"LINDEN, NJ  07036",Union,40.626953,-74.250939,"630 West St Georges, Linden, NJ, US"
NJ24771,End Stage Renal Dialysis,24771,Fresenius Medical Care North Jersey City,29 Cottage Street,Jersey City,NJ,7306,"JERSEY CITY, NJ  07306",Hudson,40.7341967,-74.0605434,"29 Cottage Street, Jersey City, NJ, US"
NJ24660,End Stage Renal Dialysis,24660,Fresenius Medical Care North Montclair,114 Valley Road,Montclair,NJ,7042,"MONTCLAIR, NJ  07042",Essex,40.8212631,-74.2205975,"114 Valley Road, Montclair, NJ, US"
NJ24475,End Stage Renal Dialysis,24475,Fresenius Medical Care Paramus,"37 West Century Road, Suite 108",Paramus,NJ,7652,"PARAMUS, NJ  07652",Bergen,40.9284608,-74.0665458,"37 West Century Road, Suite 108, Paramus, NJ, US"
NJ22516,End Stage Renal Dialysis,22516,Fresenius Medical Care Phillipsburg,471 Center Street,Phillipsburg,NJ,8865,"PHILLIPSBURG, NJ  08865",Warren,40.6890011,-75.1747679,"471 Center Street, Phillipsburg, NJ, US"
NJ24965,End Stage Renal Dialysis,24965,Fresenius Medical Care Piscataway,1135 Easton Avenue,Somerset,NJ,8875,"SOMERSET, NJ  08875",Somerset,40.5182444,-74.490338,"1135 Easton Avenue, Somerset, NJ, US"
NJ24460,End Stage Renal Dialysis,24460,Fresenius Medical Care Pomona,44 E Jimmie Leeds Road,Galloway Township,NJ,8205,"GALLOWAY TOWNSHIP, NJ  08205",Atlantic,39.4732156,-74.5203601,"44 E Jimmie Leeds Road, Galloway Township, NJ, US"
NJ22241,End Stage Renal Dialysis,22241,Fresenius Medical Care Silver Dialysis Cherry Hill,"1417 Brace Road, Suite B",Cherry Hill,NJ,8034,"CHERRY HILL, NJ  08034",Camden,39.892861,-75.017338,"1417 Brace Road, Suite B, Cherry Hill, NJ, US"
NJ24760,End Stage Renal Dialysis,24798,Fresenius Medical Care Swedesboro,"301 Lexington Road, Suite 300",Swedesboro,NJ,8085,"SWEDESBORO, NJ  08085",Gloucester,39.739238,-75.326973,"301 Lexington Road, Suite 300, Swedesboro, NJ, US"
NJ24697,End Stage Renal Dialysis,24697,Fresenius Medical Care Toms River,970 Hooper Avenue,Toms River,NJ,8753,"TOMS RIVER, NJ  08753",Ocean,39.9665416,-74.1852793,"970 Hooper Avenue, Toms River, NJ, US"
NJ24831,End Stage Renal Dialysis,24831,"Fresenius Medical Care Union City Home, L.L.C.",3196 Kennedy Boulevard,Union City,NJ,7087,"UNION CITY, NJ  07087",Hudson,40.775107,-74.032179,"3196 Kennedy Boulevard, Union City, NJ, US"
NJ22515,End Stage Renal Dialysis,22515,Fresenius Medical Care Union Hill,508 31St Street,Union City,NJ,7087,"UNION CITY, NJ  07087",Hudson,40.7723424,-74.0308737,"508 31St Street, Union City, NJ, US"
NJ24950,End Stage Renal Dialysis,24950,Fresenius Medical Care Vineland,1206 Sherman Avenue,Vineland,NJ,8360,"VINELAND, NJ  08360",Cumberland,39.445069,-75.00908,"1206 Sherman Avenue, Vineland, NJ, US"
NJ24817,End Stage Renal Dialysis,24817,Fresenius Medical Care West Essex,348 East Northfield Road,Livingston,NJ,7039,"LIVINGSTON, NJ  07039",Essex,40.7704556,-74.3002743,"348 East Northfield Road, Livingston, NJ, US"
NJ23949,End Stage Renal Dialysis,23949,Fresenius Medical Care Winslow Township,510 2A Williamstown Road,Sicklerville,NJ,8081,"SICKLERVILLE, NJ  08081",Camden,39.7181359,-74.9683426,"510 2A Williamstown Road, Sicklerville, NJ, US"
NJ72003,Ambulatory Care Facility,72003,Friends Retirement Concepts At Arbor Glen,100 Monroe Street,Bridgewater,NJ,8807,"BRIDGEWATER, NJ  08807",Somerset,40.5730625,-74.5927801,"100 Monroe Street, Bridgewater, NJ, US"
NJ24408,"Hospital-Based, Off-Site Ambulatory Care Facility",1301,"Gamma Knife Center At Rwjuh, The",10 Plum Street - Medical Office Building,New Brunswick,NJ,8903,"NEW BRUNSWICK, NJ  08903",Middlesex,40.493907,-74.451652,"10 Plum Street - Medical Office Building, New Brunswick, NJ, US"
NJR24631,Ambulatory Surgical Center,R24631,"Ganchi Plastic Surgery Center, Llc","246 Hamburg Turnpike, Suite 307",Wayne,NJ,7470,"WAYNE, NJ  07470",Passaic,40.9476991,-74.2055406,"246 Hamburg Turnpike, Suite 307, Wayne, NJ, US"
NJ90072,Surgical Practice,R24568,Garden State Ambulatory Surgery Center,1 Plaza Drive,Toms River,NJ,8757,"TOMS RIVER, NJ  08757",Ocean,39.968923,-74.242939,"1 Plaza Drive, Toms River, NJ, US"
NJ25152,Ambulatory Care Facility,25152,Garden State Diagnostic Imaging,"6 Earlin Avenue, Suite 160",Browns Mills,NJ,8015,"BROWNS MILLS, NJ  08015",Burlington,39.9790077,-74.5850362,"6 Earlin Avenue, Suite 160, Browns Mills, NJ, US"
31DUMMY22001,Ambulatory Surgical Center,22724,Garden State Endoscopy And Surgery Center,1700 Galloping Hill Road,Kenilworth,NJ,7033,"KENILWORTH, NJ  07033",Union,40.6798778,-74.2762851,"1700 Galloping Hill Road, Kenilworth, NJ, US"
NJ24858,End Stage Renal Dialysis,24858,Garden State Kidney Center,345 Main Street,Woodbridge,NJ,7095,"WOODBRIDGE, NJ  07095",Middlesex,40.5498,-74.291104,"345 Main Street, Woodbridge, NJ, US"
NJ22647,Ambulatory Care Facility,22647,Garden State Open Mri,831 Main Avenue,Passaic,NJ,7055,"PASSAIC, NJ  07055",Passaic,40.8657969,-74.1308603,"831 Main Avenue, Passaic, NJ, US"
NJ23216,Ambulatory Care Facility,23227,Garden State Radiation Oncology,512 Lakehurst Road,Toms River,NJ,8755,"TOMS RIVER, NJ  08755",Ocean,39.9653114,-74.2252573,"512 Lakehurst Road, Toms River, NJ, US"
NJR24619,Surgical Practice,R24619,"Garden State Surgery Center, Llc",29 Park Street,Montclair,NJ,7042,"MONTCLAIR, NJ  07042",Essex,40.815947,-74.2180583,"29 Park Street, Montclair, NJ, US"
NJ31C0001089,Ambulatory Surgical Center,24215,Garden State Surgical Center L.L.C.,28-06 Broadway,Fair Lawn,NJ,7410,"FAIR LAWN, NJ  07410",Bergen,40.921836,-74.1154232,"28-06 Broadway, Fair Lawn, NJ, US"
NJ31C0001075,Ambulatory Surgical Center,R24780,"Gastroenterology Diagnostics Of Northern Nj, Pa",205 Browertown Road  -  Suite 102,Woodland Park,NJ,7424,"WOODLAND PARK, NJ  07424",Passaic,40.8830807,-74.2091386,"205 Browertown Road  -  Suite 102, Woodland Park, NJ, US"
NJ31C0001111,Ambulatory Surgical Center,22511,"Gastro-Surgi Center Of New Jersey, The",1132 Spruce Drive,Mountainside,NJ,7092,"MOUNTAINSIDE, NJ  07092",Union,40.6816079,-74.3430693,"1132 Spruce Drive, Mountainside, NJ, US"
NJ311816,Federally Qualified Health Centers,70471,Gateway Health Center,817 Federal Street,Camden,NJ,8103,"CAMDEN, NJ  08103",Camden,39.9441239,-75.116517,"817 Federal Street, Camden, NJ, US"
NJ1408,"Hospital-Based, Off-Site Ambulatory Care Facility",1408,Geriatric Assessment Center David & Joan Powell Center,"435 South Street, Suite 390",Morristown,NJ,7960,"MORRISTOWN, NJ  07960",Morris,40.7763628,-74.4671617,"435 South Street, Suite 390, Morristown, NJ, US"
NJR24528,Surgical Practice,R24528,Glasgold Group,"4390 Route 1 North, Suite 100",Princeton,NJ,8540,"PRINCETON, NJ  08540",Mercer,40.330524,-74.639091,"4390 Route 1 North, Suite 100, Princeton, NJ, US"
NJ31C0001102,Surgical Practice,R24595,"Glen Ridge Surgi Center, Llc",230 Sherman Avenue,Glen Ridge,NJ,7028,"GLEN RIDGE, NJ  07028",Essex,40.8113275,-74.2021236,"230 Sherman Avenue, Glen Ridge, NJ, US"
NJ25157,End Stage Renal Dialysis,25157,Gloucester County Dialysis,1217 South Black Horse Pike,Williamstown,NJ,8094,"WILLIAMSTOWN, NJ  08094",Atlantic,39.671048,-74.9763217,"1217 South Black Horse Pike, Williamstown, NJ, US"
NJ20415,Hospice Care Program,24015,Grace Healthcare Services L.L.C.,"105 Fieldcrest Avenue, Suite 402",Edison,NJ,8837,"EDISON, NJ  08837",Middlesex,40.5202402,-74.340684,"105 Fieldcrest Avenue, Suite 402, Edison, NJ, US"
NJ23435,Hospice Care Program,23435,"Greenwood House Hospice Services, Inc","25 Scotch Road, Suite I",Ewing,NJ,8628,"EWING, NJ  08628",Mercer,40.2656452,-74.801301,"25 Scotch Road, Suite I, Ewing, NJ, US"
NJ23435,Hospice Care Program,23435,"Greenwood House Hospice Services, Inc","25 Scotch Road, Suite I",Ewing,NJ,8628,"EWING, NJ  08628",Mercer,40.2656452,-74.801301,"25 Scotch Road, Suite I, Ewing, NJ, US"
NJ312300,End Stage Renal Dialysis,24469,Hackensack Dialysis,113 Essex Street,Maywood,NJ,7607,"MAYWOOD, NJ  07607",Bergen,40.8911676,-74.0714736,"113 Essex Street, Maywood, NJ, US"
NJ1142,"Hospital-Based, Off-Site Ambulatory Care Facility",1142,Hackensack Medical Center Airexpress,30 Prospect Avenue,Hackensack,NJ,7601,"HACKENSACK, NJ  07601",Bergen,40.8837051,-74.0559409,"30 Prospect Avenue, Hackensack, NJ, US"
NJ317084,Home Health Agency,71303,Hackensack Meridian Health At Home Monmouth County,"1340 Campus Parkway, Suite A3",Neptune,NJ,7753,"NEPTUNE, NJ  07753",Monmouth,40.212267,-74.120696,"1340 Campus Parkway, Suite A3, Neptune, NJ, US"
NJ317075,Home Health Agency,22366,Hackensack Meridian Health At Home Ocean County,"Laurelton Plaza, 1759 State Highway 88, Suite 100",Brick,NJ,8724,"BRICK, NJ  08724",Ocean,40.05995,-74.10992,"Laurelton Plaza, 1759 State Highway 88, Suite 100, Brick, NJ, US"
NJ51806,Psychiatric Hospital,51806,Hackensack Meridian Health Carrier Clinic,252 Route 601,Belle Mead,NJ,8502,"BELLE MEAD, NJ  08502",Somerset,40.46677,-74.66071,"252 Route 601, Belle Mead, NJ, US"
NJ22664,Hospice Care Program,22664,Hackensack Meridian Health Haven Hospice,65 James Street,Edison,NJ,8820,"EDISON, NJ  08820",Middlesex,40.5563574,-74.3501777,"65 James Street, Edison, NJ, US"
NJ22440,Hospice Care Program,22440,Hackensack Meridian Health Hospice,"1340 Campus Parkway, Suite A3",Neptune,NJ,7753,"NEPTUNE, NJ  07753",Monmouth,40.212267,-74.120696,"1340 Campus Parkway, Suite A3, Neptune, NJ, US"
NJ22747,Hospice Care Branch,22747,Hackensack Meridian Health Hospice,80 Nautilus Drive,Manahawkin,NJ,8050,"MANAHAWKIN, NJ  08050",Ocean,39.7189401,-74.2843806,"80 Nautilus Drive, Manahawkin, NJ, US"
NJ317059,Home Health Agency,72001,Hackensack Meridian Health Jfk At Home,100 Walnut Avenue,Clark,NJ,7066,"CLARK, NJ  07066",Union,40.6299267,-74.3034542,"100 Walnut Avenue, Clark, NJ, US"
NJ24745,General Acute Care Hospital,24745,Hackensack Meridian Health Pascack Valley Medical Center,250 Old Hook Road,Westwood,NJ,7675,"WESTWOOD, NJ  07675",Bergen,40.9847885,-74.0148824,"250 Old Hook Road, Westwood, NJ, US"
NJ24442,Ambulatory Care Facility,24442,"Hackensack Radiation Therapy, L.L.C.",20 Woodridge Avenue,Hackensack,NJ,7601,"HACKENSACK, NJ  07601",Bergen,40.897364,-74.036017,"20 Woodridge Avenue, Hackensack, NJ, US"
NJ24342,Ambulatory Care Facility,24342,Hackensack Radiology Center,"155 State Street, #2",Hackensack,NJ,7601,"HACKENSACK, NJ  07601",Bergen,40.8835445,-74.0450008,"155 State Street, #2, Hackensack, NJ, US"
NJ24432,Ambulatory Care Facility,24432,Hackensack Sleep Center Partners Annex,"170 Prospect Avenue, Suite 5",Hackensack,NJ,7601,"HACKENSACK, NJ  07601",Bergen,40.8887234,-74.0554596,"170 Prospect Avenue, Suite 5, Hackensack, NJ, US"
NJ24739,Ambulatory Surgical Center,24739,"Hackensack Specialty Asc, Llc",321 Essex Street,Hackensack,NJ,7601,"HACKENSACK, NJ  07601",Bergen,40.8825551,-74.0571984,"321 Essex Street, Hackensack, NJ, US"
NJ23443,Ambulatory Surgical Center,23443,Hackensack Surgery Center Llc,19 Kotte Place,Hackensack,NJ,7601,"HACKENSACK, NJ  07601",Bergen,40.9001621,-74.0351838,"19 Kotte Place, Hackensack, NJ, US"
NJ10708,General Acute Care Hospital,10708,Hackensack Umc Mountainside,Bay And Highland Ave,Montclair,NJ,7042,"MONTCLAIR, NJ  07042",Essex,40.836001,-74.217159,"Bay And Highland Ave, Montclair, NJ, US"
NJ10204,General Acute Care Hospital,10204,Hackensack University Medical Center,30 Prospect Ave,Hackensack,NJ,7601,"HACKENSACK, NJ  07601",Bergen,40.8837051,-74.0559409,"30 Prospect Ave, Hackensack, NJ, US"
NJ1036,"Hospital-Based, Off-Site Ambulatory Care Facility",1036,Hackensack University Medical Center Ambulatory Care Center - Northern Division,795 Franklin Avenue - Bldg C,Franklin Lakes,NJ,7417,"FRANKLIN LAKES, NJ  07417",Bergen,41.0222092,-74.2070386,"795 Franklin Avenue - Bldg C, Franklin Lakes, NJ, US"
NJ1418,"Hospital-Based, Off-Site Ambulatory Care Facility",1418,Hackensackumc Fitness & Wellness Center-A,87 Route 17 North,Maywood,NJ,7607,"MAYWOOD, NJ  07607",Bergen,40.892,-74.07099,"87 Route 17 North, Maywood, NJ, US"
NJ1414,"Hospital-Based, Off-Site Ambulatory Care Facility",1414,Hackensackumc Fitness And Wellness Center B,86 Route 17 North,Maywood,NJ,7607,"MAYWOOD, NJ  07607",Bergen,40.892006,-74.070912,"86 Route 17 North, Maywood, NJ, US"
NJ23084,Ambulatory Care Facility,23084,Hackettstown Diagnostic Associates Llc,254 B Mountain Avenue  -  Ste 102,Hackettstown,NJ,7840,"HACKETTSTOWN, NJ  07840",Warren,40.841682,-74.823785,"254 B Mountain Avenue  -  Ste 102, Hackettstown, NJ, US"
NJ12101,General Acute Care Hospital,12101,Hackettstown Medical Center,651 Willow Grove St,Hackettstown,NJ,7840,"HACKETTSTOWN, NJ  07840",Warren,40.8618862,-74.8156281,"651 Willow Grove St, Hackettstown, NJ, US"
NJ23115,Ambulatory Surgical Center,24267,"Hamilton Endoscopy And Surgery Center, L.L.C.",1235 Whitehorse-Mercerville Road,Hamilton,NJ,8619,"HAMILTON, NJ  08619",Mercer,40.211475,-74.680625,"1235 Whitehorse-Mercerville Road, Hamilton, NJ, US"
NJ24985,End Stage Renal Dialysis,24985,Hamilton Street Dialysis,"920 Hamilton Street, Suite C-3",Somerset,NJ,8873,"SOMERSET, NJ  08873",Somerset,40.487191,-74.484415,"920 Hamilton Street, Suite C-3, Somerset, NJ, US"
NJ23393,Ambulatory Surgical Center,23393,Hamilton Surgery Center L.L.C.,1445 Whitehorse Mercerville Road,Hamilton,NJ,8619,"HAMILTON, NJ  08619",Mercer,40.211475,-74.680625,"1445 Whitehorse Mercerville Road, Hamilton, NJ, US"
NJ31C0001085,Surgical Practice,R24560,"Hamilton Surgical Services, Pa",994 Whitehorse Avenue,Hamilton,NJ,8610,"HAMILTON, NJ  08610",Mercer,40.211475,-74.680625,"994 Whitehorse Avenue, Hamilton, NJ, US"
NJ50310,Psychiatric Hospital,50310,Hampton Behavioral Health Center,650 Rancocas Road,Westampton,NJ,8060,"WESTAMPTON, NJ  08060",Burlington,40.01444,-74.82611,"650 Rancocas Road, Westampton, NJ, US"
NJ24351,Ambulatory Surgical Center,24351,"Harrison Endo Surgical Center, L.L.C.",620 Essex Street,Harrison,NJ,7029,"HARRISON, NJ  07029",Hudson,40.7427776,-74.1514942,"620 Essex Street, Harrison, NJ, US"
NJ24347,Ambulatory Surgical Center,24347,Hasbrouck Heights Surgery Center Llc,214 Terrace Avenue,Hasbrouck Heights,NJ,7604,"HASBROUCK HEIGHTS, NJ  07604",Bergen,40.85933,-74.073968,"214 Terrace Avenue, Hasbrouck Heights, NJ, US"
NJR24545,Surgical Practice,R24545,Hazen Plastic Surgery,311 Commons Way,Princeton,NJ,8540,"PRINCETON, NJ  08540",Mercer,40.394654,-74.657785,"311 Commons Way, Princeton, NJ, US"
NJ23415,Ambulatory Surgical Center,23415,Health East Ambulatory Surgical Center,54 South Dean Street,Englewood,NJ,7631,"ENGLEWOOD, NJ  07631",Bergen,40.891788,-73.9756228,"54 South Dean Street, Englewood, NJ, US"
NJ24092,Ambulatory Care Facility,24092,Health Village Imaging,"1301 Route 72 West, Suite 100",Manahawkin,NJ,8050,"MANAHAWKIN, NJ  08050",Ocean,39.698529,-74.265896,"1301 Route 72 West, Suite 100, Manahawkin, NJ, US"
NJ24836,Ambulatory Care Facility,24836,Health Village Imaging At Jackson,27 South Cooks Bridge Road,Jackson,NJ,8527,"JACKSON, NJ  08527",Ocean,40.1211978,-74.2895334,"27 South Cooks Bridge Road, Jackson, NJ, US"
NJ22832,Ambulatory Care Facility,22832,Health Village Imaging At Wall,"1975 Highway 34, Building D",Wall,NJ,7719,"WALL, NJ  07719",Monmouth,40.1673,-74.09717,"1975 Highway 34, Building D, Wall, NJ, US"
NJ22925,Hospice Care Program,22925,Heartland Hospice Services,"1385 Chews Land-Clem Road, Unit 4",Laurel Springs,NJ,8021,"LAUREL SPRINGS, NJ  08021",Camden,39.820011,-75.038572,"1385 Chews Land-Clem Road, Unit 4, Laurel Springs, NJ, US"
