Facility_Name,Type,Street_Address,City,Zip,County,State,Facility Location,Latitude,Longitude
St. Joseph's Center,Nursing Facility,6448 Main Street,Trumbull,,Fairfield,CT,POINT (-73.226931 41.27423),41.27423,-73.226931
St. Mary Home,Nursing Facility,2021 Albany Avenue,West Hartford,,Hartford,CT,POINT (-72.726476 41.786082),41.786082,-72.726476
Maefair Health Care Center,Nursing Facility,21 Maefair Court,Trumbull,,Fairfield,CT,POINT (-73.194834 41.236378),41.236378,-73.194834
Westfield Care and Rehabilitation Center,Nursing Facility,65 Westfield Road,Meriden,,New Haven,CT,POINT (-72.780579 41.547965),41.547965,-72.780579
Water's Edge Center for Health and Rehabilitation,Nursing Facility,111 Church Street,Middletown,,Middlesex,CT,POINT (-72.65167500000001 41.555227),41.555227,-72.651675
RegalCare at Southport,Nursing Facility,930 Mill Hill Terrace,Southport,,Fairfield,CT,POINT (-73.286615 41.144380000000005),41.14438,-73.286615
Paradigm Healthcare Center of Waterbury,Nursing Facility,177 Whitewood Road,Waterbury,,New Haven,CT,POINT (-73.081309 41.576911),41.576911,-73.081309
Watertown Convalarium,Nursing Facility,560 Woodbury Road,Watertown,,Litchfield,CT,POINT (-73.138173 41.60198),41.60198,-73.138173
Cassena Care Norwalk,Nursing Facility,23 Prospect Avenue,Norwalk,,Fairfield,CT,POINT (-73.422102 41.114044),41.114044,-73.422102
Trinity Hill Care Center,Nursing Facility,151 Hillside Avenue,Hartford,,Hartford,CT,POINT (-72.698044 41.748736),41.748736,-72.698044
Masonicare Health Center,Nursing Facility,22 Masonic Avenue,Wallingford,,New Haven,CT,POINT (-72.836586 41.460698),41.460698,-72.836586
JACC Healthcare of Windham DBA Vanderman Place,Nursing Facility,595 Valley Street,Willimantic,,Windham,CT,POINT (-72.229126 41.716836),41.716836,-72.229126
Autumn Lake Healthcare at Norwalk,Nursing Facility,34 Midrocks Road,Norwalk,,Fairfield,CT,POINT (-73.415254 41.142315),41.142315,-73.415254
Laurel Ridge Health Care Center,Nursing Facility,642 Danbury Road,Ridgefield,,Fairfield,CT,POINT (-73.474874 41.32427),41.32427,-73.474874
Green Springs Healthcare and Rehabilitation Center,Nursing Facility,51 Applegate Lane,East Hartford,,Hartford,CT,POINT (-72.60967 41.766425),41.766425,-72.60967
Touchpoints at Farmington,Nursing Facility,20 Scott Swamp Road,Farmington,,Hartford,CT,POINT (-72.845561 41.704553),41.704553,-72.845561
Orange Healthcare Rehabilitation Center,Nursing Facility,225 Boston Post Road,Orange,,New Haven,CT,POINT (-72.998279 41.269422),41.269422,-72.998279
Apple Rehab Cromwell,Nursing Facility,156 Berlin Road,Cromwell,,Middlesex,CT,POINT (-72.712975 41.607341000000005),41.607341,-72.712975
"Lourdes Health Care Center, Inc.",Nursing Facility,345 Belden Hill Road,Wilton,,Fairfield,CT,POINT (-73.438485 41.172601),41.172601,-73.438485
Sharon Health Care Center,Nursing Facility,27 Hospital Hill Road,Sharon,,Litchfield,CT,POINT (-73.480208 41.879551),41.879551,-73.480208
The Pines at Bristol Center for Nursing and Rehabilitation,Nursing Facility,61 Bellevue Avenue,Bristol,,Hartford,CT,POINT (-72.940458 41.675186),41.675186,-72.940458
Woodlake at Tolland,Nursing Facility,26 Shenipsit Lake Road,Tolland,,Tolland,CT,POINT (-72.414389 41.871808),41.871808,-72.414389
Bethel Health Care Center,Nursing Facility,13 Parklawn Drive,Bethel,,Fairfield,CT,POINT (-73.398195 41.425007),41.425007,-73.398195
Sheriden Woods Health Care Center,Nursing Facility,321 Stonecrest Drive,Bristol,,Hartford,CT,POINT (-72.92134 41.681398),41.681398,-72.92134
Wolcott View Manor,Nursing Facility,50 Beach Road,Wolcott,,New Haven,CT,POINT (-72.989834 41.605219000000005),41.605219,-72.989834
Meridian Manor Corporation,Nursing Facility,1132 Meriden Road,Waterbury,,New Haven,CT,POINT (-72.981851 41.552609),41.552609,-72.981851
Trinity Hill Care Center,Nursing Facility,151 Hillside Avenue,Hartford,,Hartford,CT,POINT (-72.698044 41.748736),41.748736,-72.698044
Noble Horizons,Nursing Facility,17 Cobble road,Salisbury,,Litchfield,CT,POINT (-73.42822 41.988049),41.988049,-73.42822
Abbott Terrace Health Center,Nursing Facility,44 Abbott Terrace,Waterbury,,New Haven,CT,POINT (-73.038022 41.556464),41.556464,-73.038022
The Nathaniel Witherell,Nursing Facility,70 Parsonage Road,Greenwich,,Fairfield,CT,POINT (-73.624382 41.059487),41.059487,-73.624382
"Paradigm Healthcare Center of South Windsor, LLC",Nursing Facility,1060 Main Street,South Windsor,,Hartford,CT,POINT (-72.617166 41.831909),41.831909,-72.617166
Kimberly Hall North,Nursing Facility,1 Emerson Drive,Windsor,,Hartford,CT,POINT (-72.666767 41.837832),41.837832,-72.666767
"Carolton Chronic & Convalescent Hospital, Inc.",Nursing Facility,400 Mill Plain Road,Fairfield,,Fairfield,CT,POINT (-73.265827 41.14486),41.14486,-73.265827
"St. Joseph's Living Center, Inc.",Nursing Facility,14 Club Road,Windham,,Windham,CT,POINT (-72.187138 41.715224),41.715224,-72.187138
Jewish Senior Services,Nursing Facility,4200 Park Avenue,Bridgeport,,Fairfield,CT,POINT (-73.23149 41.212038),41.212038,-73.23149
"Grove Manor Nursing Home, Inc.",Nursing Facility,145 Grove Street,Waterbury,,New Haven,CT,POINT (-73.04124700000001 41.559964),41.559964,-73.041247
Sharon Health Care Center,Nursing Facility,27 Hospital Hill Road,Sharon,,Litchfield,CT,POINT (-73.480208 41.879551),41.879551,-73.480208
Harrington Court,Nursing Facility,59 Harrington Court Drive,Colchester,,New London,CT,POINT (-72.33103 41.577988),41.577988,-72.33103
Shady Knoll Health Center,Nursing Facility,41 Skokorat Street,Seymour,,New Haven,CT,POINT (-73.055532 41.401644),41.401644,-73.055532
New London Rehab and Care of Waterford,Nursing Facility,88 Clark Lane,Waterford,,New London,CT,POINT (-72.127527 41.34864),41.34864,-72.127527
Watrous Nursing Center,Nursing Facility,9 Neck Road,Madison,,New Haven,CT,POINT (-72.62663300000001 41.277675),41.277675,-72.626633
The Reservoir,Nursing Facility,1 Emily Way,West Hartford,,Hartford,CT,POINT (-72.77641 41.74291),41.74291,-72.77641
Noble Horizons,Nursing Facility,17 Cobble road,Salisbury,,Litchfield,CT,POINT (-73.42822 41.988049),41.988049,-73.42822
Long Ridge of Stamford,Nursing Facility,710 Long Ridge Road,Stamford,,Fairfield,CT,POINT (-73.563222 41.095003),41.095003,-73.563222
The Lutheran Home of Southbury,Nursing Facility,990 Main Street North,Southbury,,New Haven,CT,POINT (-73.21103 41.504094),41.504094,-73.21103
Jerome Home,Nursing Facility,975 Corbin Avenue,New Britain,,Hartford,CT,POINT (-72.80429 41.662211),41.662211,-72.80429
Kindred Transitional Care and Rehabilitation - Windsor,Nursing Facility,581 Poquonock Avenue,Windsor,,Hartford,CT,POINT (-72.658685 41.86911),41.86911,-72.658685
Spectrum Healthcare Torrington,Nursing Facility,225 Wyoming Avenue,Torrington,,Litchfield,CT,POINT (-73.14210700000001 41.796128),41.796128,-73.142107
Whitney Rehabilitation Care Center,Nursing Facility,2798 Whitney Avenue,Hamden,,New Haven,CT,POINT (-72.897242 41.398068),41.398068,-72.897242
Apple Rehab Laurel Woods,Nursing Facility,451 North High Street,East Haven,,New Haven,CT,POINT (-72.866922 41.292497),41.292497,-72.866922
"Paradigm Healthcare Center of South Windsor, LLC",Nursing Facility,1060 Main Street,South Windsor,,Hartford,CT,POINT (-72.617166 41.831909),41.831909,-72.617166
Cheshire House,Nursing Facility,3396 East Main Street,Waterbury,,New Haven,CT,POINT (-72.977713 41.544185),41.544185,-72.977713
Lord Chamberlain Nursing & Rehabilitation Center,Nursing Facility,7003 Main Street,Stratford,,Fairfield,CT,POINT (-73.100682 41.251009),41.251009,-73.100682
"Pierce Memorial Baptist Home, Inc.",Nursing Facility,"44 Canterbury Road,  P.O. Box 326",Brooklyn,,Windham,CT,POINT (-71.949585 41.78502),41.78502,-71.949585
Sheriden Woods Health Care Center,Nursing Facility,321 Stonecrest Drive,Bristol,,Hartford,CT,POINT (-72.92134 41.681398),41.681398,-72.92134
"Gardner Heights Health Care Center, Inc.",Nursing Facility,172 Rocky Rest Road,Shelton,,Fairfield,CT,POINT (-73.095187 41.286437),41.286437,-73.095187
Whitney Center,Nursing Facility,200 Leeder Hill Drive,Hamden,,New Haven,CT,POINT (-72.920674 41.34892),41.34892,-72.920674
"Bidwell Care Center, LLC of Manchester, CT d/b/a/ Touchpoints at Manchester",Nursing Facility,333 Bidwell Street,Manchester,,Hartford,CT,POINT (-72.545849 41.759594),41.759594,-72.545849
RegalCare at West Haven,Nursing Facility,310 Terrace Avenue,West Haven,,New Haven,CT,POINT (-72.969025 41.283035),41.283035,-72.969025
Lord Chamberlain Nursing & Rehabilitation Center,Nursing Facility,7003 Main Street,Stratford,,Fairfield,CT,POINT (-73.100682 41.251009),41.251009,-73.100682
"Westview Nursing Care & Rehabilitation Center, Inc.",Nursing Facility,150 Ware Road,Dayville,,Windham,CT,POINT (-71.872542 41.880358),41.880358,-71.872542
"Westside Care Center, LLC",Nursing Facility,349 Bidwell Street,Manchester,,Hartford,CT,POINT (-72.544459 41.759532),41.759532,-72.544459
"Montowese Health & Rehabilitation Center, Inc.",Nursing Facility,163 Quinnipiac Avenue,North Haven,,New Haven,CT,POINT (-72.863569 41.346922),41.346922,-72.863569
Manchester Manor Health Care Center,Nursing Facility,385 West Center Street,Manchester,,Hartford,CT,POINT (-72.552621 41.769734),41.769734,-72.552621
"Mattatuck Health Care Facility, Inc.",Nursing Facility,9 Cliff Street,Waterbury,,New Haven,CT,POINT (-73.045851 41.560756),41.560756,-73.045851
Whitney Center,Nursing Facility,200 Leeder Hill Drive,Hamden,,New Haven,CT,POINT (-72.920674 41.34892),41.34892,-72.920674
Marlborough Health and Rehabilitation Center,Nursing Facility,85 Stage Harbor Road,Marlborough,,Hartford,CT,POINT (-72.476829 41.652591),41.652591,-72.476829
St. Camillus Center,Nursing Facility,494 Elm Street,Stamford,,Fairfield,CT,POINT (-73.526723 41.049972),41.049972,-73.526723
Jefferson House,Nursing Facility,1 John H. Stewart Drive,Newington,,Hartford,CT,POINT (-72.71406100000002 41.696009),41.696009,-72.714061
Western Rehabilitation Care Center,Nursing Facility,107 Osborne Street,Danbury,,Fairfield,CT,POINT (-73.442173 41.403689),41.403689,-73.442173
"Hewitt Health and Rehabilitation Center, Inc.",Nursing Facility,45 Maltby Street,Shelton,,Fairfield,CT,POINT (-73.091344 41.312414),41.312414,-73.091344
Shady Knoll Health Center,Nursing Facility,41 Skokorat Street,Seymour,,New Haven,CT,POINT (-73.055532 41.401644),41.401644,-73.055532
Quinnipiac Valley Center,Nursing Facility,55 Kondracki Lane,Wallingford,,New Haven,CT,POINT (-72.811781 41.435947),41.435947,-72.811781
Waveny Care Center,Nursing Facility,3 Farm Road,New Canaan,,Fairfield,CT,POINT (-73.493667 41.128529),41.128529,-73.493667
The Curtis Home,Nursing Facility,380 Crown Street,Meriden,,New Haven,CT,POINT (-72.805239 41.528723),41.528723,-72.805239
RegalCare at Southport,Nursing Facility,930 Mill Hill Terrace,Southport,,Fairfield,CT,POINT (-73.286615 41.144380000000005),41.14438,-73.286615
"Parkside Rehabilitation & Healthcare Center, d/b/a Grandview Rehabilitation and Healthcare Center",Nursing Facility,55 Grand Street,New Britain,,Hartford,CT,POINT (-72.785102 41.662108),41.662108,-72.785102
Governor's House,Nursing Facility,36 Firetown Road,Simsbury,,Hartford,CT,POINT (-72.811606 41.872974),41.872974,-72.811606
Farmington Rehab Center LLC/dba Amberwoods,Nursing Facility,416 Colt Highway,Farmington,,Hartford,CT,POINT (-72.801542 41.715385),41.715385,-72.801542
"Notre Dame Convalescent Homes, Inc. (dba) Notre Dame Health and Rehab Center",Nursing Facility,76 West Rocks Road,Norwalk,,Fairfield,CT,POINT (-73.413866 41.133415),41.133415,-73.413866
Kindred Nursing and Rehabilitation - Crossings West,Nursing Facility,89 Viets Street,New London,,New London,CT,POINT (-72.110783 41.338427),41.338427,-72.110783
Grimes  Center,Nursing Facility,1354 Chapel Street,New Haven,,New Haven,CT,POINT (-72.940276 41.310389),41.310389,-72.940276
Bethel Health Care Center,Nursing Facility,13 Parklawn Drive,Bethel,,Fairfield,CT,POINT (-73.398195 41.425007),41.425007,-73.398195
Mansfield Center for Nursing & Rehabilitation,Nursing Facility,100 Warren Circle,Storrs,,Tolland,CT,POINT (-72.253088 41.791899),41.791899,-72.253088
Regency House of Wallingford,Nursing Facility,181 East Main Street,Wallingford,,New Haven,CT,POINT (-72.799632 41.454112),41.454112,-72.799632
Litchfield Woods Health Care Center,Nursing Facility,255 Roberts Street,Torrington,,Litchfield,CT,POINT (-73.141224 41.808768),41.808768,-73.141224
Caleb Hitchcock Health Center at Duncaster,Nursing Facility,10 Loeffler Road,Bloomfield,,Hartford,CT,POINT (-72.758049 41.830329),41.830329,-72.758049
The Curtis Home,Nursing Facility,380 Crown Street,Meriden,,New Haven,CT,POINT (-72.805239 41.528723),41.528723,-72.805239
Touchpoints at Chestnut,Nursing Facility,171 Main Street,East Windsor,,Hartford,CT,POINT (-72.617846 41.925994),41.925994,-72.617846
Meriden Center,Nursing Facility,845 Paddock Avenue,Meriden,,New Haven,CT,POINT (-72.777296 41.50681),41.50681,-72.777296
"Lourdes Health Care Center, Inc.",Nursing Facility,345 Belden Hill Road,Wilton,,Fairfield,CT,POINT (-73.438485 41.172601),41.172601,-73.438485
"Rose Haven, Ltd.",Nursing Facility,"33 North Street,  P.O. Box 157",Litchfield,,Litchfield,CT,POINT (-72.718334 41.497878),41.497878,-72.718334
Bridgeport Health Care Center,Nursing Facility,600 Bond Street,Bridgeport,,Fairfield,CT,POINT (-73.167047 41.20101),41.20101,-73.167047
Geer Nursing and Rehabilitation Center,Nursing Facility,99 South Canaan Road,Canaan,,Litchfield,CT,POINT (-73.33247100000001 42.016475),42.016475,-73.332471
Fairview Healthcare of Greenwich,Nursing Facility,1188 King Street,Greenwich,,Fairfield,CT,POINT (-73.69491 41.062693),41.062693,-73.69491
Cheshire Regional Rehab Center,Nursing Facility,745 Highland Avenue,Cheshire,,New Haven,CT,POINT (-72.897694 41.518026),41.518026,-72.897694
Glendale Center,Nursing Facility,4 Hazel Avenue,Naugatuck,,New Haven,CT,POINT (-73.036733 41.469038),41.469038,-73.036733
"Hewitt Health and Rehabilitation Center, Inc.",Nursing Facility,45 Maltby Street,Shelton,,Fairfield,CT,POINT (-73.091344 41.312414),41.312414,-73.091344
Portland  Care and Rehabilitation Centre,Nursing Facility,333 Main Street,Portland,,Middlesex,CT,POINT (-72.636328 41.578561),41.578561,-72.636328
Regency Heights of Danielson,Nursing Facility,111 Westcott Road,Danielson,,Windham,CT,POINT (-71.873842 41.809353),41.809353,-71.873842
"Regency Heights of Stamford, LLC",Nursing Facility,53 Courtland Avenue,Stamford,,Fairfield,CT,POINT (-73.514114 41.060582),41.060582,-73.514114
"Notre Dame Convalescent Homes, Inc. (dba) Notre Dame Health and Rehab Center",Nursing Facility,76 West Rocks Road,Norwalk,,Fairfield,CT,POINT (-73.413866 41.133415),41.133415,-73.413866
Jefferson House,Nursing Facility,1 John H. Stewart Drive,Newington,,Hartford,CT,POINT (-72.71406100000002 41.696009),41.696009,-72.714061
Jewish Home for the Elderly,Nursing Facility,175 Jefferson Street,Fairfield,,Fairfield,CT,POINT (-73.245612 41.223328),41.223328,-73.245612
Beechwood,Nursing Facility,31 Vauxhall Street,New London,,New London,CT,POINT (-72.104438 41.361035),41.361035,-72.104438
Apple Rehab Middletown,Nursing Facility,600 Highland Avenue,Middletown,,Middlesex,CT,POINT (-72.654814 41.532381),41.532381,-72.654814
"Chelsea Place Care Center, LLC",Nursing Facility,25 Lorraine Street,Hartford,,Hartford,CT,POINT (-72.705431 41.767714),41.767714,-72.705431
McLean Health Center,Nursing Facility,75 Great Pond Road,Simsbury,,Hartford,CT,POINT (-72.824809 41.885251),41.885251,-72.824809
Cheshire Regional Rehab Center,Nursing Facility,745 Highland Avenue,Cheshire,,New Haven,CT,POINT (-72.897694 41.518026),41.518026,-72.897694
The Reservoir,Nursing Facility,1 Emily Way,West Hartford,,Hartford,CT,POINT (-72.77641 41.74291),41.74291,-72.77641
Mansfield Center for Nursing & Rehabilitation,Nursing Facility,100 Warren Circle,Storrs,,Tolland,CT,POINT (-72.253088 41.791899),41.791899,-72.253088
Essex Meadows Health Center,Nursing Facility,30 Bokum Road,Essex,,Middlesex,CT,POINT (-72.410763 41.338327),41.338327,-72.410763
"The Springs at Watermark, East Hill",Nursing Facility,611 East Hill Road,Southbury,,New Haven,CT,POINT (-73.241049 41.485015),41.485015,-73.241049
Watertown Convalarium,Nursing Facility,560 Woodbury Road,Watertown,,Litchfield,CT,POINT (-73.138173 41.60198),41.60198,-73.138173
Golden Hill Rehab Pavilion,Nursing Facility,2028 Bridgeport Avenue,Milford,,New Haven,CT,POINT (-73.066793 41.21709),41.21709,-73.066793
Bayview Health Care,Nursing Facility,301 Rope Ferry Road,Waterford,,New London,CT,POINT (-72.165413 41.327443),41.327443,-72.165413
"Middlebury Convalescent Home, Inc.",Nursing Facility,778 Middlebury Road,Middlebury,,New Haven,CT,POINT (-73.115064 41.537781),41.537781,-73.115064
Regency Heights of Danielson,Nursing Facility,111 Westcott Road,Danielson,,Windham,CT,POINT (-71.873842 41.809353),41.809353,-71.873842
"Matulaitis Nursing Home, Inc.",Nursing Facility,10 Thurber Road,Putnam,,Windham,CT,POINT (-71.855438 41.927854),41.927854,-71.855438
Western Rehabilitation Care Center,Nursing Facility,107 Osborne Street,Danbury,,Fairfield,CT,POINT (-73.442173 41.403689),41.403689,-73.442173
Mansfield Center for Nursing & Rehabilitation,Nursing Facility,100 Warren Circle,Storrs,,Tolland,CT,POINT (-72.253088 41.791899),41.791899,-72.253088
Valerie Manor,Nursing Facility,1360 Torringford Street,Torrington,,Litchfield,CT,POINT (-73.079132 41.827508),41.827508,-73.079132
Kimberly Hall North,Nursing Facility,1 Emerson Drive,Windsor,,Hartford,CT,POINT (-72.666767 41.837832),41.837832,-72.666767
Apple Rehab Watertown,Nursing Facility,35 Bunker Hill Road,Watertown,,Litchfield,CT,POINT (-73.099293 41.577182),41.577182,-73.099293
Abbott Terrace Health Center,Nursing Facility,44 Abbott Terrace,Waterbury,,New Haven,CT,POINT (-73.038022 41.556464),41.556464,-73.038022
Trinity Hill Care Center,Nursing Facility,151 Hillside Avenue,Hartford,,Hartford,CT,POINT (-72.698044 41.748736),41.748736,-72.698044
"Colonial Health and Rehab Center of Plainfield, LLC",Nursing Facility,16 Windsor Avenue,Plainfield,,Windham,CT,POINT (-71.918016 41.681773),41.681773,-71.918016
Cobalt Lodge Health Care and Rehabilitation Center,Nursing Facility,29 Middle Haddam Road,Cobalt,,Middlesex,CT,POINT (-72.554057 41.558675),41.558675,-72.554057
Fairview Healthcare of Greenwich,Nursing Facility,1188 King Street,Greenwich,,Fairfield,CT,POINT (-73.69491 41.062693),41.062693,-73.69491
Gladeview Health Care Center,Nursing Facility,60 Boston Post Road,Old Saybrook,,Middlesex,CT,POINT (-72.363403 41.312485),41.312485,-72.363403
Ingraham Manor of Bristol Hospital,Nursing Facility,400 North Main Street,Bristol,,Hartford,CT,POINT (-72.947179 41.67921400000001),41.679214,-72.947179
