Facility ID,Facility Name,Description,Facility Address 1,Facility City,Facility State,Facility Zip Code,Facility County,Facility Latitude,Facility Longitude,Facility Location,Full Address
9083,Samaritan OB/GYN,Hospital Extension Clinic,Capital Region Health Park,Latham,New York,12110,Albany,42.746944,-73.758889,"(42.746944, -73.758889)","Capital Region Health Park, Latham, NY, US"
10295,Chenango Dialysis Center,Diagnostic and Treatment Center Extension Clinic,54 East Main Street,Norwich,New York,13815,Chenango,42.531496600000004,-75.5192682,"(42.5314966, -75.5192682)","54 East Main Street, Norwich, NY, US"
10377,Little Falls Hospital Little Falls Health Center,Primary Care Hospital - Critical Access Hospital Extension Clinic,170 Burwell Street,Little Falls,New York,13365,Herkimer,43.0439285,-74.846164,"(43.0439285, -74.846164)","170 Burwell Street, Little Falls, NY, US"
7008,Urban Strategies/Brookdale Family Care Center,Diagnostic and Treatment Center,1873 Eastern Parkway,Brooklyn,New York,11233,Kings,40.676464,-73.908203,"(40.676464, -73.908203)","1873 Eastern Parkway, Brooklyn, NY, US"
5955,Mercy Outpatient Clinic,Hospital Extension Clinic,515 Abbott Road,Buffalo,New York,14220,Erie,42.849284999999995,-78.81388100000001,"(42.849284999999995, -78.81388100000001)","515 Abbott Road, Buffalo, NY, US"
6539,Franklin Center for Rehab&Nursg ADHCP,Adult Day Health Care Program - Offsite,45-15 162nd Street,Flushing,New York,11358,Queens,40.755203,-73.80461899999999,"(40.755203, -73.80461899999999)","45-15 162nd Street, Flushing, NY, US"
9555,ConnextCare,Diagnostic and Treatment Center Extension Clinic,"10 George Street, Suite 2",Oswego,New York,13216,Oswego,43.4612612,-76.4852055,"(43.4612612, -76.4852055)","10 George Street, Suite 2, Oswego, NY, US"
1596,Garden City Treatment Center,Hospital Extension Clinic,711 Stewart Avenue,Garden City,New York,11530,Nassau,40.733413,-73.608038,"(40.733413, -73.608038)","711 Stewart Avenue, Garden City, NY, US"
6672,Medalliance Medical Health Services,Diagnostic and Treatment Center,625 East Fordham Road,Bronx,New York,10458,Bronx,40.858307,-73.88409399999999,"(40.858307, -73.88409399999999)","625 East Fordham Road, Bronx, NY, US"
9403,Planned Parenthood Staten Island Health Center,Diagnostic and Treatment Center Extension Clinic,23 Hyatt Street,Staten Island,New York,10301,Richmond,40.641933,-74.077248,"(40.641933, -74.077248)","23 Hyatt Street, Staten Island, NY, US"
6135,St Peters Med Arts at Slingerlands,Hospital Extension Clinic,1240 New Scotland Road,Slingerlands,New York,12159,Albany,42.646961,-73.848145,"(42.646961, -73.848145)","1240 New Scotland Road, Slingerlands, NY, US"
359,Herkimer County Public Health Nursing Service,Diagnostic and Treatment Center,301 North Washington Street,Herkimer,New York,13350,Herkimer,43.028847,-74.98719,"(43.028847, -74.98719)","301 North Washington Street, Herkimer, NY, US"
4683,Tuscarora Health Center,Hospital Extension Clinic,2015 Mount Hope Road,Lewiston,New York,14092,Niagara,43.159481,-78.943268,"(43.159481, -78.943268)","2015 Mount Hope Road, Lewiston, NY, US"
6640,Main Street Radiology at Bayside,Diagnostic and Treatment Center Extension Clinic,44-01 Francis Lewis Boulevard,Bayside,New York,11361,Queens,40.757332,-73.782974,"(40.757332, -73.782974)","44-01 Francis Lewis Boulevard, Bayside, NY, US"
1114,Sprain Brook Manor Rehab,Residential Health Care Facility - SNF,77 Jackson Ave,Scarsdale,New York,10583,Westchester,40.986526,-73.83577700000001,"(40.986526, -73.83577700000001)","77 Jackson Ave, Scarsdale, NY, US"
9781,UCVA Medical,Hospital Extension Clinic,"2365 South Clinton Avenue, Suite 100",Rochester,New York,14618,Monroe,43.112314000000005,-77.598292,"(43.112314000000005, -77.598292)","2365 South Clinton Avenue, Suite 100, Rochester, NY, US"
4503,East Aurora Medical Center,Hospital Extension Clinic,94 Olean Street,East Aurora,New York,14052,Erie,42.764977,-78.60788000000001,"(42.764977, -78.60788000000001)","94 Olean Street, East Aurora, NY, US"
9316,"Healthcare Choices NY, Inc.",Diagnostic and Treatment Center Extension Clinic,21-10 Borden Avenue,Long Island City,New York,11101,Queens,40.740353000000006,-73.949745,"(40.740353000000006, -73.949745)","21-10 Borden Avenue, Long Island City, NY, US"
831,Sunnyview Hospital and Rehabilitation Center,Hospital,1270 Belmont Avenue,Schenectady,New York,12308,Schenectady,42.82206,-73.913651,"(42.82206, -73.913651)","1270 Belmont Avenue, Schenectady, NY, US"
10126,"Century Medical and Dental Center, Inc.",Diagnostic and Treatment Center Extension Clinic,200 Livingston Street,Brooklyn,New York,11201,Kings,40.689703,-73.986132,"(40.689703, -73.986132)","200 Livingston Street, Brooklyn, NY, US"
6309,Cornerstone Family Healthcare:  Goshen Dental and Audiology,Diagnostic and Treatment Center Extension Clinic,2 Fletcher St,Goshen,New York,10924,Orange,41.403687,-74.33493,"(41.403687, -74.33493)","2 Fletcher St, Goshen, NY, US"
9672,256 Mason Avenue Radiology,Hospital Extension Clinic,256 Mason Avenue,Staten Island,New York,10305,Richmond,40.586643,-74.086708,"(40.586643, -74.086708)","256 Mason Avenue, Staten Island, NY, US"
9063,Cayuga Medical Center Physical Therapy,Hospital Extension Clinic,10 Brentwood Drive,Ithaca,New York,14850,Tompkins,42.480274,-76.463425,"(42.480274, -76.463425)","10 Brentwood Drive, Ithaca, NY, US"
3138,Bedford Medical Family Health Center Inc,Diagnostic and Treatment Center,100 Ross Street,Brooklyn,New York,11211,Kings,40.704281,-73.962517,"(40.704281, -73.962517)","100 Ross Street, Brooklyn, NY, US"
3443,Bay Plaza Primary Care Center,Hospital Extension Clinic,2100 Bartow Avenue,Bronx,New York,10475,Bronx,40.869362,-73.82605,"(40.869362, -73.82605)","2100 Bartow Avenue, Bronx, NY, US"
9201,HSS Long Island Outpatient Center,Hospital Extension Clinic,333 Earle Ovington Boulevard,Uniondale,New York,11553,Nassau,40.725254,-73.592873,"(40.725254, -73.592873)","333 Earle Ovington Boulevard, Uniondale, NY, US"
5707,Dental Center at North Central Bronx Hospital,Hospital Extension Clinic,3424 Kossuth Avenue,Bronx,New York,10467,Bronx,40.880512,-73.881538,"(40.880512, -73.881538)","3424 Kossuth Avenue, Bronx, NY, US"
595,"Betsy Ross Rehabilitation Center, Inc",Residential Health Care Facility - SNF,1 Elsie Street,Rome,New York,13440,Oneida,43.232052,-75.46605699999999,"(43.232052, -75.46605699999999)","1 Elsie Street, Rome, NY, US"
7604,Queensbridge Family Health Center,Hospital Extension Clinic,10-29 41st Avenue,Long Island City,New York,11101,Queens,40.756073,-73.946342,"(40.756073, -73.946342)","10-29 41st Avenue, Long Island City, NY, US"
10072,South Lewis Middle/High School,School Based Primary Care Hospital - Critical Access Extension Clinic,4264 E. Road,Turin,New York,13473,Lewis,43.636303999999996,-75.395925,"(43.636303999999996, -75.395925)","4264 E. Road, Turin, NY, US"
708,Bon Secours Community Hospital,Hospital,160 East Main Street,Port Jervis,New York,12771,Orange,41.367915999999994,-74.682487,"(41.367915999999994, -74.682487)","160 East Main Street, Port Jervis, NY, US"
6916,Brownsville Child Health Clinic,Diagnostic and Treatment Center Extension Clinic,259 Bristol Street,Brooklyn,New York,11212,Kings,40.664970000000004,-73.911385,"(40.664970000000004, -73.911385)","259 Bristol Street, Brooklyn, NY, US"
9514,Vestal Park Rehabilitation and Nursing Center,Residential Health Care Facility - SNF,105 West Sheedy Road,Vestal,New York,13850,Broome,42.054320000000004,-76.02114300000001,"(42.054320000000004, -76.02114300000001)","105 West Sheedy Road, Vestal, NY, US"
8530,Eastman Dental Center-Mobile Dental Van #4,School Based Diagnostic and Treatment Center Extension Clinic,625 Elmwood Avenue,Rochester,New York,14620,Monroe,43.124373999999996,-77.622765,"(43.124373999999996, -77.622765)","625 Elmwood Avenue, Rochester, NY, US"
4616,PS 136 Charles O. Dewey/Sunset Park Prep MS 821,School Based Hospital Extension Clinic,4004 4th Avenue,Brooklyn,New York,11232,Kings,40.652085,-74.006959,"(40.652085, -74.006959)","4004 4th Avenue, Brooklyn, NY, US"
9839,Richfield Springs Central School,School Based Hospital Extension Clinic,93 Main Street,Richfield Springs,New York,13439,Otsego,42.854106,-74.9891,"(42.854106, -74.9891)","93 Main Street, Richfield Springs, NY, US"
7576,Auburn Family Assessment Center,Diagnostic and Treatment Center Extension Clinic,39 Auburn Place,Brooklyn,New York,10005,Kings,40.694435,-73.976624,"(40.694435, -73.976624)","39 Auburn Place, Brooklyn, NY, US"
6890,Community Health Center of the North Country,Diagnostic and Treatment Center Extension Clinic,146 Arsenal Street,Watertown,New York,13601,Saint Lawrence,43.976256,-75.912829,"(43.976256, -75.912829)","146 Arsenal Street, Watertown, NY, US"
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Hospital,111 East 210th Street,Bronx,New York,10467,Bronx,40.879951,-73.880562,"(40.879951, -73.880562)","111 East 210th Street, Bronx, NY, US"
4415,Manhasset Ambulatory Care Center,Hospital Extension Clinic,1554 Northern Blvd,Manhasset,New York,11030,Nassau,40.793934,-73.689102,"(40.793934, -73.689102)","1554 Northern Blvd, Manhasset, NY, US"
420,Anthony L Jordan Health Center,Diagnostic and Treatment Center,Box 876-82 Holland St,Rochester,New York,14605,Monroe,43.168159,-77.603317,"(43.168159, -77.603317)","Box 876-82 Holland St, Rochester, NY, US"
9922,NDH Cardiac Testing - Kingston,Hospital Extension Clinic,33 Grand Street,Kingston,New York,12401,Ulster,41.929648,-73.999494,"(41.929648, -73.999494)","33 Grand Street, Kingston, NY, US"
1218,Beth Abraham Center for Rehabilitation and Nursing,Residential Health Care Facility - SNF,612 Allerton Avenue,Bronx,New York,10467,Bronx,40.865292,-73.87001,"(40.865292, -73.87001)","612 Allerton Avenue, Bronx, NY, US"
9860,HSS Spine Therapy Center,Hospital Extension Clinic,405 East 75th Street,New York,New York,10021,New York,40.769697,-73.954243,"(40.769697, -73.954243)","405 East 75th Street, New York, NY, US"
10104,Eastern Niagara Family Medicine,Hospital Extension Clinic,475 South Transit Road,Lockport,New York,14094,Niagara,43.155093,-78.69939699999999,"(43.155093, -78.69939699999999)","475 South Transit Road, Lockport, NY, US"
10395,Carey Road Outpatient Center,Hospital Extension Clinic,161 Carey Road,Queensbury,New York,12804,Warren,43.2958839,-73.68923149999999,"(43.2958839, -73.6892315)","161 Carey Road, Queensbury, NY, US"
489,Palatine Nursing Home,Residential Health Care Facility - SNF,154 Lafayette Street,Palatine Bridge,New York,13428,Montgomery,42.920784000000005,-74.570427,"(42.920784000000005, -74.570427)","154 Lafayette Street, Palatine Bridge, NY, US"
9188,CPH Lawrence Avenue Medical Campus,Hospital Extension Clinic,49 Lawrence Avenue,Potsdam,New York,13676,Saint Lawrence,44.675616999999995,-74.973701,"(44.675616999999995, -74.973701)","49 Lawrence Avenue, Potsdam, NY, US"
214,Mercy Hospital Skilled Nursing Facility,Residential Health Care Facility - SNF,55 Melroy Avenue,Lackawanna,New York,14218,Erie,42.827366,-78.82094599999999,"(42.827366, -78.82094599999999)","55 Melroy Avenue, Lackawanna, NY, US"
5797,Intermediate School 45,School Based Hospital Extension Clinic,2502 Lorrilard Avenue,Bronx,New York,10458,Bronx,40.858738,-73.887108,"(40.858738, -73.887108)","2502 Lorrilard Avenue, Bronx, NY, US"
908,Woodhaven Nursing Home,Residential Health Care Facility - SNF,1360 Route 112,Port Jefferson Station,New York,11776,Suffolk,40.91597,-73.034683,"(40.91597, -73.034683)","1360 Route 112, Port Jefferson Station, NY, US"
3556,Franziska Racker Centers,Diagnostic and Treatment Center Extension Clinic,882 NYS Route 13,Cortland,New York,13045,Cortland,42.574554,-76.216957,"(42.574554, -76.216957)","882 NYS Route 13, Cortland, NY, US"
1690,Promenade Rehabilitation and Health Care Center,Residential Health Care Facility - SNF,140 Beach 114th Street,Rockaway Park,New York,11694,Queens,40.579184999999995,-73.83470200000001,"(40.579184999999995, -73.83470200000001)","140 Beach 114th Street, Rockaway Park, NY, US"
6216,PS 192/PS 325,School Based Diagnostic and Treatment Center Extension Clinic,500 West 138th Street,New York,New York,10031,New York,40.821228000000005,-73.95193499999999,"(40.821228000000005, -73.95193499999999)","500 West 138th Street, New York, NY, US"
9824,Lewiston Primary Care,Hospital Extension Clinic,4600 Military Road,Niagara Falls,New York,14305,Niagara,43.128594,-79.00609,"(43.128594, -79.00609)","4600 Military Road, Niagara Falls, NY, US"
9919,Copake Primary Care,Hospital Extension Clinic,283 Mountain View Road,Copake,New York,12516,Columbia,42.111247999999996,-73.55212900000001,"(42.111247999999996, -73.55212900000001)","283 Mountain View Road, Copake, NY, US"
6225,Central New York Dialysis Center,Diagnostic and Treatment Center Extension Clinic,910 Erie Boulevard East,Syracuse,New York,13210,Onondaga,43.050674,-76.137817,"(43.050674, -76.137817)","910 Erie Boulevard East, Syracuse, NY, US"
6696,Westside Sports Medicine,Hospital Extension Clinic,10 South Pointe Landing,Rochester,New York,14606-3481,Monroe,43.18,-77.70369699999999,"(43.18, -77.70369699999999)","10 South Pointe Landing, Rochester, NY, US"
189,The Grand Rehabilitation and Nursing at Pawling,Residential Health Care Facility - SNF,9 Reservoir Road,Pawling,New York,12564,Dutchess,41.574397999999995,-73.591888,"(41.574397999999995, -73.591888)","9 Reservoir Road, Pawling, NY, US"
472,Hamilton Manor Nursing Home,Residential Health Care Facility - SNF,1172 Long Pond Road,Rochester,New York,14626,Monroe,43.215839,-77.69586899999999,"(43.215839, -77.69586899999999)","1172 Long Pond Road, Rochester, NY, US"
6152,Forme Rehabilitation Inc,Diagnostic and Treatment Center,7-11 Broadway,White Plains,New York,10601,Westchester,41.033409000000006,-73.763039,"(41.033409000000006, -73.763039)","7-11 Broadway, White Plains, NY, US"
10023,Abraham Lincoln (K410),School Based Hospital Extension Clinic,2800 Ocean Parkway,Brooklyn,New York,11235,Kings,40.582621,-73.968699,"(40.582621, -73.968699)","2800 Ocean Parkway, Brooklyn, NY, US"
9236,Rogosin Kidney Center - Auburndale,Diagnostic and Treatment Center Extension Clinic,39-20 Utopia Parkway,Queens,New York,11318,Queens,40.760899,-73.793915,"(40.760899, -73.793915)","39-20 Utopia Parkway, Queens, NY, US"
10384,West Farms Dialysis,Diagnostic and Treatment Center Extension Clinic,1820 East Tremont  Avenue,Bronx,New York,10460,Bronx,40.8401554,-73.8668344,"(40.8401554, -73.8668344)","1820 East Tremont  Avenue, Bronx, NY, US"
6441,Foxnow,Hospital Extension Clinic,739 NYS Rt 28 Suite 9,Oneonta,New York,13820,Otsego,42.446655,-75.054558,"(42.446655, -75.054558)","739 NYS Rt 28 Suite 9, Oneonta, NY, US"
963,Sullivan County Adult Care Center,Residential Health Care Facility - SNF,"256 Sunset Lake Road, P.O. Box 671",Liberty,New York,12754,Sullivan,41.797321000000004,-74.706131,"(41.797321000000004, -74.706131)","256 Sunset Lake Road, P.O. Box 671, Liberty, NY, US"
3614,DCI-Rubin Dialysis Centers,Diagnostic and Treatment Center Extension Clinic,1850 Peoples Ave,Troy,New York,12180,Rensselaer,42.732361,-73.671814,"(42.732361, -73.671814)","1850 Peoples Ave, Troy, NY, US"
2636,Manhasset Day Center Clinic,Hospital Extension Clinic,Christ Episcopal Church,Manhasset,New York,11030,Nassau,40.793499,-73.696411,"(40.793499, -73.696411)","Christ Episcopal Church, Manhasset, NY, US"
6960,New York Congregational Nursing Center LTHHCP,Long Term Home Health Care Program,135 Linden Boulevard,Brooklyn,New York,11226,Kings,40.652994,-73.954223,"(40.652994, -73.954223)","135 Linden Boulevard, Brooklyn, NY, US"
4529,Family Health Center,Hospital Extension Clinic,21 North Canal Street,Oxford,New York,13830,Chenango,42.444214,-75.59575699999999,"(42.444214, -75.59575699999999)","21 North Canal Street, Oxford, NY, US"
3088,Far Rockaway Treatment Center,Hospital Extension Clinic,1600 Central Avenue,Far Rockaway,New York,11691,Queens,40.605255,-73.751953,"(40.605255, -73.751953)","1600 Central Avenue, Far Rockaway, NY, US"
648,Loretto Health and Rehabilitation Center,Residential Health Care Facility - SNF,700 East Brighton Avenue,Syracuse,New York,13205,Onondaga,43.009064,-76.132774,"(43.009064, -76.132774)","700 East Brighton Avenue, Syracuse, NY, US"
9741,Gurwin Certified Home Health Agency,Certified Home Health Agency,68 Hauppauge Road,Commack,New York,11725,Suffolk,40.82909,-73.300623,"(40.82909, -73.300623)","68 Hauppauge Road, Commack, NY, US"
1078,Glen Island Center for Nursing and Rehabilitation,Residential Health Care Facility - SNF,490 Pelham Road,New Rochelle,New York,10805,Westchester,40.895214,-73.781548,"(40.895214, -73.781548)","490 Pelham Road, New Rochelle, NY, US"
6911,NY Hotel Trades Council&Hotel Assoc of NYC Health/Midtown Clinic,Diagnostic and Treatment Center,773-775 9th Avenue,New York,New York,10019,New York,40.764542,-73.98824300000001,"(40.764542, -73.98824300000001)","773-775 9th Avenue, New York, NY, US"
9966,Lourdes Southside,Hospital Extension Clinic,20-24 South Washington Street,Binghamton,New York,13903,Broome,42.090877,-75.91421899999999,"(42.090877, -75.91421899999999)","20-24 South Washington Street, Binghamton, NY, US"
5787,Bay Ridge Sunset Park Dialysis Center,Diagnostic and Treatment Center,140 58th Street Bldg B Suite 1-I,Brooklyn,New York,11220,Kings,40.645264000000005,-74.022873,"(40.645264000000005, -74.022873)","140 58th Street Bldg B Suite 1-I, Brooklyn, NY, US"
7741,Shinnecock Health Center,Hospital Extension Clinic,Church Street PO Box 1268,Southampton,New York,11968,Suffolk,40.873882,-72.428635,"(40.873882, -72.428635)","Church Street PO Box 1268, Southampton, NY, US"
