Federal Provider Number,CT Credential Number,Level of Care,FACILITY NAME,FACILITY TELEPHONE,ADDRESS,TOWN,COUNTY,STATE,OWNERSHIP TYPE,MEDICARE CERTIFIED,MEDICAID CERTIFIED,Total Licensed Beds,Licensed CCNH Beds,Licensed CCNH Beds Occupied,Licensed RHNS Beds,Licensed RHNS Beds Occupied,CCNH Room Rate: PRIVATE (1 BED),CCNH Room Rate: SEMI-PRIVATE (2 BEDS),CCNH Room Rate: 3 - 4 BEDS,RHNS Room Rate: PRIVATE (1 BED),RHNS Room Rate: SEMI-PRIVATE (2 BEDS),RHNS Room Rate: 3 - 4 BEDS,Total number of patients,<18,18 - 24,25 - 34,35 - 44,45 - 54,55 - 64,65 - 74,75 - 84,85 - 94,95 and older,Unknown age,Male,Female,Unknown gender,Married,Never married,Widowed,Separated,Divorced,Unknown marital status,White,African American,Hispanic or Latino Origin,American Indian or Alaskan Native,Asian or Pacific Islander,Other or Unknown,Medicaid fee-for-service -- CT,Medicaid fee-for-service -- Out of state,Medicaid managed care -- Out of state,Medicaid pending -- CT,Medicaid pending -- Out of state,Medicare fee-for-service (traditional),Medicare managed care,Veterans administration,CCRC -- Life Care,Long-term care insurance --  CT Partnership for Long-Term Care,Long-Term care insurance -- Not CT Partnership,Private insurance (not long-term care),Private pay (no insurance),Unknown Payment Source,Reporting Year,New Georeferenced Column
75238,940C,CCNH,Maple View Health and Rehabilitation,(860) 563-2861,856 Maple Street,Rocky Hill,HARTFORD,CT,For Profit,true,true,120,120,106,0,0,468,430,,,,,106,0,0,0,0,1,3,11,40,44,7,0,29,77,0,20,20,52,1,13,0,96,5,5,0,0,0,77,0,0,6,0,9,4,0,0,1,0,0,5,4,2019,POINT (-72.666639 41.673965)
,,CCNH,Avon Health Center,(860) 673-2521,652 West Avon Road,Avon,HARTFORD,CT,For Profit,true,true,120,120,110,0,0,445,427,396,,,,110,0,0,0,0,0,3,7,20,65,15,0,30,80,0,20,11,61,1,17,0,108,1,0,0,1,0,75,0,0,0,0,8,6,0,0,0,0,0,21,0,2016,POINT (-72.861534 41.773418)
,,CCNH,Touchpoints at Bloomfield,(860) 243-9591,140 Park Avenue,Bloomfield,HARTFORD,CT,For Profit,true,true,150,150,144,0,0,445,423,,,,,144,0,0,0,2,28,48,32,18,14,2,0,67,77,0,20,66,28,0,30,0,82,52,9,0,0,1,122,0,0,6,0,9,2,0,0,0,0,1,2,2,2014,POINT (-72.703607 41.822945)
,,CCNH,Montowese Health & Rehabilitation Center,(203) 624-3303,163 Quinnipiac Avenue,North Haven,NEW_HAVEN,CT,For Profit,true,true,120,120,111,0,0,490,440,,,,,111,0,0,2,2,9,18,25,18,30,7,0,45,66,0,34,24,43,1,9,0,86,20,4,0,1,0,30,0,0,4,0,43,15,0,0,0,0,13,6,0,2017,POINT (-72.863569 41.346922)
75374,933C,CCNH,"Monsignor Bojnowski Manor, Inc",(860) 229-0336,50 Pulaski Street,New Britain,HARTFORD,CT,Non-profit,true,true,60,60,50,0,0,420,395,,,,,50,0,0,0,0,0,0,3,4,24,19,0,3,47,0,5,7,36,0,2,0,49,0,1,0,0,0,32,0,0,1,0,5,2,0,0,0,0,10,0,0,2019,POINT (-72.798371 41.675475)
,,CCNH,RegalCare at New Haven,(203) 907-3550,181 Clifton Street,New Haven,NEW_HAVEN,CT,For Profit,true,true,150,150,141,0,0,382,328,311,,,,141,0,0,0,3,21,47,33,24,13,0,0,78,63,0,11,77,17,4,32,0,72,46,21,0,0,2,131,0,0,0,0,9,0,0,0,0,0,0,0,1,2015,POINT (-72.878853 41.309366)
,,CCNH,The Willows,(203) 387-0076,225 Amity Road,Woodbridge,NEW_HAVEN,CT,For Profit,true,true,90,90,85,0,0,677,613,,,,,85,0,0,0,3,0,2,10,27,38,5,0,29,56,0,15,17,42,0,11,0,58,25,0,1,0,1,47,0,0,4,0,20,10,0,0,0,0,2,2,0,2018,POINT (-72.983417 41.342128)
,,CCNH,Amberwoods of Farmington,(860) 677-1671,416 Colt Highway,Farmington,HARTFORD,CT,For Profit,true,true,130,130,98,0,0,423.55,372.91,,,,,98,0,0,1,2,4,17,15,27,28,4,0,40,58,0,24,18,35,2,19,0,79,8,9,0,2,0,61,0,0,5,0,9,0,10,0,0,0,1,10,2,2013,POINT (-72.801542 41.715385)
,,CCNH,"Hughes Health and Rehabilitation, Inc.",(860) 236-5623,29 Highland Street,West Hartford,HARTFORD,CT,For Profit,true,true,170,170,134,0,0,454,401,,,,,134,0,0,0,0,1,8,21,35,58,11,0,49,85,0,31,34,54,1,14,0,97,26,6,0,5,0,89,0,0,6,0,13,3,4,0,0,6,1,12,0,2018,POINT (-72.718027 41.767504)
,,CCNH,"Aurora Senior Living of Norwalk, LLC",(203) 847-9686,34 Midrocks Road,Norwalk,FAIRFIELD,CT,For Profit,true,true,150,150,147,0,0,425,390,,,,,147,0,0,0,1,6,12,21,46,49,12,0,48,99,0,23,5,98,1,20,0,109,29,7,2,0,0,99,0,0,12,0,26,0,0,0,0,0,3,7,0,2013,POINT (-73.415254 41.142315)
,,CCNH,Birmingham Health Center,(203) 735-7401,210 Chatfield Street,Derby,NEW_HAVEN,CT,For Profit,true,true,120,120,110,0,0,455,410,,,,,110,0,0,1,1,6,20,26,23,25,8,0,50,60,0,15,21,47,3,24,0,89,15,6,0,0,0,90,0,0,2,0,7,1,6,0,0,0,0,3,1,2014,POINT (-73.09526 41.33828)
,,CCNH,"Westview Nursing Care & Rehabilitation Center, Inc.",(860) 774-8574,150 Ware Road,Dayville,WINDHAM,CT,For Profit,true,true,103,103,102,0,0,351,341,,,,,102,0,0,0,0,0,2,6,25,55,14,0,19,83,0,27,9,63,0,3,0,102,0,0,0,0,0,47,0,0,3,0,24,1,0,0,0,0,0,27,0,2017,POINT (-71.872542 41.880358)
,,CCNH,Madison House,(203) 245-8008,34 Wildwood Avenue,Madison,NEW_HAVEN,CT,For Profit,true,true,90,90,86,0,0,483,454,,,,,86,0,0,0,0,0,7,9,26,37,7,0,29,57,0,21,12,45,1,7,0,78,2,1,0,0,5,41,0,0,2,0,24,1,0,0,0,0,7,3,8,2014,POINT (-72.638357 41.287548)
,,CCNH,Westport Health Care Center,(203) 226-4201,1 Burr Road,Westport,FAIRFIELD,CT,For Profit,true,true,120,120,106,0,0,485,435,,,,,106,0,0,0,4,4,16,24,27,25,6,0,38,68,0,12,35,50,1,8,0,74,24,8,0,0,0,86,0,0,2,0,12,5,0,0,0,0,0,1,0,2013,POINT (-73.367176 41.136945)
,,CCNH,Bel-Air Manor Nursing & Rehabilitation Center,(860) 666-5689,256 New Britain Avenue,Newington,HARTFORD,CT,For Profit,true,true,71,71,69,0,0,476,424,,,,,69,0,0,0,0,0,5,4,18,29,13,0,19,50,0,13,8,35,0,13,0,63,3,3,0,0,0,34,0,0,3,0,7,16,1,0,0,0,0,8,0,2018,POINT (-72.73245 41.674685)
,,CCNH,Fairview,(860) 445-7478,235 Lestertown Road,Groton,NEW_LONDON,CT,Non-profit,true,true,120,120,115,0,0,382,340.35,,,,,115,0,0,0,0,0,4,7,17,69,18,0,23,92,0,8,2,101,0,4,0,111,2,1,0,1,0,72,0,0,0,0,10,0,0,0,0,0,1,32,0,2014,POINT (-72.083057 41.372077)
,,CCNH,Skyview Rehab and Nursing,(203) 265-0981,35 Marc Drive,Wallingford,NEW_HAVEN,CT,For Profit,true,true,97,97,73,0,0,453,438,,,,,73,0,0,0,0,3,8,19,17,23,3,0,27,46,0,12,24,33,0,4,0,62,6,5,0,0,0,61,0,0,5,0,1,3,0,0,0,0,0,3,0,2018,POINT (-72.846279 41.453355)
,,CCNH,"Holy Spirit Health Care Center, Inc.",(860) 928-0891,72 Church Street,Putnam,WINDHAM,CT,Non-profit,true,true,22,22,22,0,0,,,,,,,22,0,0,0,0,0,0,0,3,13,6,0,0,22,0,0,22,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,POINT (-71.913047 41.917444)
,,CCNH,Amberwoods of Farmington,(860) 677-1671,416 Colt Highway,Farmington,HARTFORD,CT,For Profit,true,true,130,130,113,0,0,423.55,395,,,,,113,0,0,2,1,6,13,28,30,31,2,0,54,59,0,33,23,34,0,23,0,93,10,9,0,0,1,59,0,0,16,0,9,5,15,0,0,0,1,6,2,2014,POINT (-72.801542 41.715385)
,,CCNH,Paradigm at Bentley Gardens,(203) 654-2100,310 Terrace Avenue,West Haven,NEW_HAVEN,CT,For Profit,true,true,98,98,94,0,0,422,380,,,,,94,0,0,0,1,3,10,14,30,28,8,0,42,52,0,21,23,37,0,13,0,65,23,6,0,0,0,77,0,0,2,0,8,0,0,0,0,0,0,6,1,2013,POINT (-72.969025 41.283035)
,,CCNH,Branford Hills Health Care Center,(203) 481-6221,189 Alps Road,Branford,NEW_HAVEN,CT,For Profit,true,true,190,190,183,0,0,425,390,,,,,183,0,0,0,0,2,9,17,33,91,31,0,38,145,0,26,20,122,0,15,0,180,2,0,0,0,1,125,0,0,0,0,27,9,0,0,1,0,0,15,6,2014,POINT (-72.846696 41.264185)
,,CCNH,Wadsworth Glen Health Care Center,(860) 346-9299,30 Boston Road,Middletown,MIDDLESEX,CT,For Profit,true,true,102,102,93,0,0,512,494,482,,,,93,0,0,1,1,5,4,16,20,42,4,0,27,66,0,19,12,45,0,17,0,82,9,2,0,0,0,62,0,0,6,0,8,6,0,0,0,0,0,11,0,2016,POINT (-72.676519 41.554164)
,,CCNH,Yale Health In-Patient Care,(203) 432-0004,"55 Lock Street, P.O. Box 208237",New Haven,NEW_HAVEN,CT,Non-profit,false,false,4,4,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,POINT (-72.928332 41.31551)
,,CCNH,JACC Healthcare of Windham DBA Vanderman Place,(860) 450-7060,595 Valley Street,Willimantic,WINDHAM,CT,For Profit,true,true,120,120,97,0,0,,380,,,,,97,0,0,0,2,8,20,20,23,19,5,0,46,51,0,13,37,23,0,24,0,77,0,18,0,1,1,81,0,0,2,0,0,9,0,0,0,0,0,3,2,2015,POINT (-72.229126 41.716836)
,,CCNH,"Carolton Chronic & Convalescent Hospital, Inc.",(203) 255-3573,400 Mill Plain Road,Fairfield,FAIRFIELD,CT,For Profit,true,true,229,229,144,0,0,560,481,,,,,144,0,0,0,0,0,1,10,33,74,26,0,41,103,0,30,21,81,0,12,0,138,5,1,0,0,0,66,0,0,8,0,23,5,0,0,1,5,3,33,0,2018,POINT (-73.265827 41.14486)
,,CCNH,Westfield Care and Rehabilitation Center,(203) 238-1291,65 Westfield Road,Meriden,NEW_HAVEN,CT,For Profit,true,true,100,100,86,0,0,434,387,365,,,,86,0,0,0,0,5,8,15,21,30,7,0,30,56,0,19,15,39,0,13,0,67,4,13,0,1,1,65,0,0,7,0,4,6,0,0,0,0,0,4,0,2015,POINT (-72.780579 41.547965)
,,CCNH,McLean Health Center,(860) 658-3746,75 Great Pond Road,Simsbury,HARTFORD,CT,Non-profit,true,true,89,89,78,0,0,495,474,,,,,78,0,0,0,0,0,4,11,13,42,8,0,21,57,0,20,9,37,0,12,0,78,0,0,0,0,0,35,0,0,3,0,16,6,0,0,0,11,0,7,0,2017,POINT (-72.824809 41.885251)
,,CCNH,Brookview Corp.  d/b/a West Hartford Health and Rehabilitation Center,(860) 521-8700,130 Loomis Drive,West Hartford,HARTFORD,CT,For Profit,true,true,160,160,144,0,0,,423,,,,,144,0,0,0,0,2,15,22,57,41,7,0,45,99,0,28,41,47,3,25,0,97,33,8,0,6,0,100,0,0,9,0,14,4,0,0,0,1,7,9,0,2016,POINT (-72.73995 41.76687)
,,CCNH,The Guilford House,(203) 488-9142,109 West Lake Avenue,Guilford,NEW_HAVEN,CT,For Profit,true,true,75,75,59,0,0,420,395,,,,,59,0,0,0,0,0,1,4,18,27,9,0,18,41,0,16,6,34,0,3,0,57,0,2,0,0,0,26,0,0,0,0,17,9,0,0,0,0,0,7,0,2016,POINT (-72.725116 41.311477)
75001,2321,CCNH,St. Joseph's Center,(203) 268-6204,6448 Main Street,Trumbull,FAIRFIELD,CT,For Profit,true,true,269,269,247,0,0,545,495,,,,,247,0,1,1,1,6,24,49,53,85,27,0,93,154,0,43,60,93,1,26,24,174,22,27,0,4,20,209,0,0,11,0,6,10,0,0,0,0,0,11,0,2019,POINT (-73.226931 41.27423)
,,CCNH,Apple Rehab Mystic,(860) 536-9655,28 Broadway,Mystic,NEW_LONDON,CT,For Profit,true,true,60,60,51,0,0,424,388,,,,,51,0,0,0,1,2,4,8,12,23,1,0,15,36,0,9,7,22,3,10,0,48,1,1,1,0,0,36,0,0,1,0,5,3,0,0,0,0,0,6,0,2017,
,,CCNH,Apple Rehab Avon,(860) 673-3265,220 Scoville Road,Avon,HARTFORD,CT,For Profit,true,true,60,60,54,0,0,411.5,398,,,,,54,0,0,0,0,0,1,9,12,22,10,0,12,42,0,12,7,33,0,2,0,50,0,0,0,0,4,31,0,0,8,0,7,0,0,0,0,0,3,5,0,2013,POINT (-72.860962 41.7759)
,,CCNH,Village Green of Waterbury Rehabilitation and Health Center,(203) 757-9271,128 Cedar Avenue,Waterbury,NEW_HAVEN,CT,For Profit,true,true,180,180,132,0,0,389.34,349.17,316.21,,,,132,0,2,1,7,13,32,27,22,26,2,0,67,65,0,31,44,36,1,20,0,94,16,22,0,0,0,99,1,0,2,0,21,2,2,0,0,0,2,1,2,2013,POINT (-72.996781 41.549392)
,,CCNH,The Nathaniel Witherell,(203) 618-4200,70 Parsonage Road,Greenwich,FAIRFIELD,CT,Non-profit,true,true,202,202,187,0,0,544,509,,,,,187,0,0,0,0,4,5,28,41,79,30,0,43,144,0,39,28,90,1,29,0,175,4,4,0,4,0,98,0,0,11,0,30,2,0,0,0,0,0,46,0,2017,POINT (-73.624382 41.059487)
,,CCNH,Touchpoints at Bloomfield,(860) 243-9591,140 Park Avenue,Bloomfield,HARTFORD,CT,For Profit,true,true,150,150,140,0,0,400,350,,,,,140,0,0,2,2,15,50,43,17,7,4,0,69,71,0,12,74,21,1,32,0,70,60,10,0,0,0,122,0,0,3,0,9,5,0,0,0,0,1,0,0,2018,POINT (-72.703607 41.822945)
,,CCNH,"Villa Maria Nursing and Rehabilitation Community, Inc.",(860) 564-3387,20 Babcock Avenue,Plainfield,WINDHAM,CT,For Profit,true,true,62,62,54,0,0,325,295,270,,,,54,0,0,0,0,2,3,6,17,19,7,0,11,43,0,8,4,36,0,6,0,54,0,0,0,0,0,36,0,0,3,0,6,0,0,0,1,2,0,6,0,2013,POINT (-71.917758 41.678696)
75365,541C,CCNH,The Curtis Home,(203) 237-4338,380 Crown Street,Meriden,NEW_HAVEN,CT,Non-profit,true,true,60,60,53,0,0,350,325,,,,,53,0,0,0,1,1,7,14,12,14,4,0,32,21,0,8,13,18,1,12,1,48,1,1,1,2,0,32,0,0,1,0,0,0,19,0,0,0,0,1,0,2019,POINT (-72.805239 41.528723)
,,CCNH,"Parkside Rehabilitation & Healthcare Center, d/b/a Grandview Rehabilitation and Healthcare Center",(860) 223-3617,55 Grand Street,New Britain,HARTFORD,CT,For Profit,true,true,160,160,126,0,0,,250,,,,,126,0,1,0,4,6,25,20,32,31,7,0,63,63,0,17,35,36,5,33,0,98,5,22,0,1,0,101,0,0,9,0,9,2,0,0,0,0,0,2,3,2015,POINT (-72.785102 41.662108)
,,CCNH,The Villa at Stamford,(203) 322-3428,88 Rock Rimmon Road,Stamford,FAIRFIELD,CT,For Profit,true,true,128,128,120,0,0,500,450,,,,,120,0,0,0,0,2,12,17,52,29,8,0,42,78,0,11,54,39,0,16,0,34,13,1,0,0,72,35,0,0,0,0,30,0,0,0,0,0,0,4,51,2018,POINT (-73.5614 41.13995800000001)
,,CCNH,Ludlowe Center for Health and Rehabilitation,(203) 372-4501,118 Jefferson Street,Fairfield,FAIRFIELD,CT,For Profit,true,true,144,144,142,0,0,540,522,,,,,142,0,0,0,0,1,5,14,21,86,15,0,46,96,0,25,16,84,0,17,0,113,21,7,1,0,0,81,0,0,5,0,30,17,0,0,0,0,0,9,0,2017,POINT (-73.24397 41.223753)
,,CCNH,CT Watermark at East Hill-Springs,(203) 262-6868,611 East Hill Road,Southbury,NEW_HAVEN,CT,For Profit,true,false,35,35,20,0,0,475,425,,,,,20,0,0,0,0,0,0,1,9,7,3,0,4,16,0,3,2,11,0,4,0,20,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,5,0,2016,POINT (-73.241049 41.485015)
,,CCNH,Evergreen Woods Health Center,(203) 483-3231,88 Notch Hill Road,North Branford,NEW_HAVEN,CT,For Profit,true,false,50,50,44,0,0,450,390,,,,,44,0,0,0,0,0,0,2,8,27,7,0,8,36,0,13,3,26,0,2,0,44,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,25,0,10,0,2016,POINT (-72.751087 41.317083)
,,CCNH,Bride Brook Health and Rehabilitation Center,(860) 739-4007,23 Liberty Way,Niantic,NEW_LONDON,CT,For Profit,true,true,130,130,121,0,0,429,378,,,,,121,0,0,0,0,4,7,14,33,44,19,0,44,77,0,23,19,61,1,17,0,113,6,2,0,0,0,67,0,0,6,0,24,6,4,0,0,0,3,11,0,2015,POINT (-72.24337 41.320823)
,,CCNH,Walnut Hill Care Center,(860) 223-3617,55 Grand Street,New Britain,HARTFORD,CT,For Profit,true,true,160,160,126,0,0,325,250,225,,,,126,0,0,1,0,5,18,26,22,43,11,0,49,77,0,22,35,45,3,21,0,99,7,19,0,1,0,105,0,0,9,0,6,0,0,0,0,0,2,4,0,2013,POINT (-72.785102 41.662108)
,,CCNH,"Fairview Healthcare of Southport, LLC",(203) 259-7894,930 Mill Hill Terrace,Southport,FAIRFIELD,CT,For Profit,true,true,120,120,112,0,0,435,405,,,,,112,0,0,2,2,5,20,25,23,31,4,0,50,62,0,30,38,30,0,14,0,86,20,5,0,0,1,78,0,0,6,0,22,0,0,0,0,0,0,6,0,2013,POINT (-73.286615 41.144380000000005)
,,CCNH,The Lutheran Home of Southbury,(203) 264-9135,990 Main Street North,Southbury,NEW_HAVEN,CT,Non-profit,true,true,120,120,115,0,0,430,400,375,,,,115,0,0,0,0,1,0,11,23,59,21,0,27,88,0,29,14,69,0,3,0,113,0,2,0,0,0,86,0,0,3,0,8,4,0,0,0,0,0,14,0,2017,POINT (-73.21103 41.504094)
75258,2445,CCNH,Douglas Manor,(860) 423-4636,103 North Road,Windham,WINDHAM,CT,For Profit,true,true,90,90,83,0,0,435,412,,,,,83,0,0,0,0,0,5,12,22,37,7,0,19,64,0,26,8,22,10,17,0,73,3,5,1,0,1,52,0,0,9,0,2,6,0,0,0,0,0,14,0,2019,POINT (-72.163347 41.705233)
,,CCNH,Harrington Court,(860) 537-2339,59 Harrington Court Drive,Colchester,NEW_LONDON,CT,For Profit,true,true,130,130,122,0,0,405,381,,,,,122,0,0,0,0,4,8,17,26,51,16,0,32,90,0,35,9,61,0,15,2,120,2,0,0,0,0,57,0,0,3,0,25,11,0,1,0,0,0,12,13,2014,POINT (-72.33103 41.577988)
,,CCNH,Essex Meadows Health Center,(860) 767-7201,30 Bokum Road,Essex,MIDDLESEX,CT,For Profit,true,false,45,45,38,0,0,452,380,,,,,38,0,0,0,0,0,0,1,8,16,13,0,7,31,0,7,1,26,0,4,0,38,0,0,0,0,0,0,0,0,0,0,5,1,0,19,0,0,0,13,0,2017,POINT (-72.410763 41.338327)
,,CCNH,RegalCare at Greenwich,(203) 531-8300,1188 King Street,Greenwich,FAIRFIELD,CT,For Profit,true,true,75,75,68,0,0,490,480,,,,,68,0,0,1,0,3,10,12,16,15,7,4,18,46,4,8,22,20,1,9,8,40,11,7,2,0,8,45,5,0,2,0,10,0,0,0,0,0,0,2,4,2017,POINT (-73.69491 41.062693)
,,CCNH,"Grove Manor Nursing Home, Inc.",(203) 753-7205,145 Grove Street,Waterbury,NEW_HAVEN,CT,For Profit,true,true,60,60,51,0,0,318,298,298,,,,51,0,0,0,1,2,11,15,10,12,0,0,25,26,0,4,22,13,0,12,0,27,8,16,0,0,0,48,0,0,0,0,1,0,0,0,0,1,0,1,0,2014,POINT (-73.04124700000001 41.559964)
,,CCNH,"Rose Haven, Ltd.",(860) 567-9475,"33 North Street,  P.O. Box 157",Litchfield,LITCHFIELD,CT,For Profit,true,true,25,25,25,0,0,441,428,386,,,,25,0,0,0,0,0,0,1,6,17,1,0,6,19,0,3,3,19,0,0,0,25,0,0,0,0,0,7,0,0,1,0,13,0,0,0,0,0,0,4,0,2015,POINT (-72.718334 41.497878)
,,CCNH,"Fairview Healthcare of Southport, LLC",(203) 259-7894,930 Mill Hill Terrace,Southport,FAIRFIELD,CT,For Profit,true,true,120,120,110,0,0,475,445,,,,,110,0,0,3,5,5,22,20,28,20,7,0,51,59,0,24,43,24,0,19,0,82,21,7,0,0,0,85,0,0,6,0,16,0,0,0,0,0,0,3,0,2014,POINT (-73.286615 41.144380000000005)
,,CCNH,Andrew House,(860) 225-8608,66 Clinic Drive,New Britain,HARTFORD,CT,For Profit,true,true,90,90,90,0,0,433,394,,,,,90,0,0,1,0,4,6,12,26,34,7,0,30,60,0,14,14,45,1,16,0,68,11,10,1,0,0,61,0,0,6,0,14,4,0,0,0,0,1,4,0,2013,POINT (-72.786309 41.648365)
,,CCNH,River Glen Health Care Center,(203) 264-9600,162 South Britain Road,Southbury,NEW_HAVEN,CT,For Profit,true,true,120,120,98,0,0,527,463,,,,,98,0,0,0,0,0,0,8,27,45,18,0,32,66,0,40,1,52,0,5,0,95,1,1,0,1,0,48,0,0,9,0,12,8,0,0,0,0,0,21,0,2018,POINT (-73.238498 41.461186)
,,CCNH,The Willows,(203) 387-0076,225 Amity Road,Woodbridge,NEW_HAVEN,CT,For Profit,true,true,90,90,81,0,0,528,470,,,,,81,0,0,1,0,0,6,12,21,37,4,0,26,55,0,19,8,42,0,12,0,63,18,0,0,0,0,43,0,0,2,0,25,10,0,0,0,0,0,1,0,2015,POINT (-72.983417 41.342128)
,,CCNH,"Glastonbury Health Care Center, Inc.",(860) 659-1905,1175 Hebron Avenue,Glastonbury,HARTFORD,CT,For Profit,true,true,105,105,100,0,0,568,543,521,,,,100,0,0,0,0,1,4,9,28,44,14,0,33,67,0,21,9,60,3,7,0,96,3,1,0,0,0,60,0,0,13,0,15,6,0,0,0,0,0,6,0,2018,POINT (-72.565754 41.71823)
,,CCNH,Countryside Manor of Bristol,(860) 583-8483,1660 Stafford Avenue,Bristol,HARTFORD,CT,For Profit,true,true,90,90,83,0,0,437,416,,,,,83,0,0,0,0,4,3,15,16,36,9,0,19,64,0,24,10,39,0,10,0,82,0,0,0,0,1,64,0,0,0,0,9,3,0,0,0,0,0,7,0,2014,POINT (-72.91463 41.721245)
75105,2420,CCNH,RegalCare at Torrington,(860) 294-7300,80 Fern Drive,Torrington,LITCHFIELD,CT,For Profit,true,true,75,75,70,0,0,450,439,,,,,70,0,0,0,0,3,14,26,19,7,1,0,33,37,0,7,26,21,0,16,0,63,4,3,0,0,0,55,0,0,5,0,7,0,0,0,0,0,0,3,0,2019,POINT (-73.109 41.81049)
,,CCNH,Seabury Health Center,(860) 243-6027,200 Seabury Drive,Bloomfield,HARTFORD,CT,Non-profit,true,true,60,60,57,0,0,489,489,,,,,57,0,0,0,0,0,0,1,17,31,8,0,11,46,0,18,5,30,0,4,0,52,4,0,0,1,0,12,0,0,1,0,5,3,0,25,0,0,0,11,0,2017,POINT (-72.706488 41.833335)
,,CCNH,Bel-Air Manor Nursing & Rehabilitation Center,(860) 666-5689,256 New Britain Avenue,Newington,HARTFORD,CT,For Profit,true,true,71,71,68,0,0,460,410,,,,,68,0,0,0,0,1,3,3,17,32,12,0,20,48,0,16,7,37,1,7,0,65,1,1,0,0,1,37,0,0,1,0,15,8,1,0,0,0,0,6,0,2017,POINT (-72.73245 41.674685)
,,CCNH,Touchpoints at Manchester,(860) 533-3086,333 Bidwell Street,Manchester,HARTFORD,CT,For Profit,true,true,131,131,123,0,0,437,421,393,,,,123,0,0,1,2,19,28,38,18,14,3,0,69,54,0,10,62,24,0,27,0,99,17,4,0,0,3,100,0,0,5,0,13,1,0,0,0,0,1,0,3,2013,POINT (-72.545849 41.759594)
,,CCNH,Jewish Senior Services,(203) 365-6400,4200 Park Avenue,Bridgeport,FAIRFIELD,CT,Non-profit,true,true,294,294,287,0,0,525,,,,,,287,0,0,0,0,0,4,21,54,152,56,0,57,230,0,46,28,178,1,34,0,282,4,0,0,1,0,183,0,0,18,0,18,9,5,0,0,0,0,54,0,2017,POINT (-73.23149 41.212038)
,,CCNH,Meriden Center,(203) 238-2645,845 Paddock Avenue,Meriden,NEW_HAVEN,CT,For Profit,true,true,130,130,119,0,0,450,430,,,,,119,0,1,0,2,4,11,22,29,35,15,0,49,70,0,19,28,51,1,20,0,100,6,12,1,0,0,86,0,0,3,0,13,6,0,0,0,0,1,8,2,2015,POINT (-72.777296 41.50681)
,,CCNH,Cambridge Manor,(203) 372-0313,2428 Easton Turnpike,Fairfield,FAIRFIELD,CT,For Profit,true,true,160,160,152,0,0,489,465,,,,,152,0,0,0,0,3,7,21,36,67,18,0,43,109,0,28,30,86,0,8,0,132,15,4,0,1,0,96,0,0,8,0,23,12,0,0,0,1,0,12,0,2016,POINT (-73.246284 41.211641)
,,CCNH,Mystic Healthcare and Rehabilitation Center,(860) 536-6070,475 High Street,Mystic,NEW_LONDON,CT,For Profit,true,true,100,100,85,0,0,403,341,,,,,85,0,0,0,2,2,1,9,21,39,11,0,23,62,0,13,13,47,0,12,0,82,2,0,0,1,0,52,0,0,4,0,11,2,0,0,0,1,0,10,5,2013,POINT (-71.974014 41.364388)
75153,2432,CCNH,The Villa at Stamford,(203) 322-3428,88 Rock Rimmon Road,Stamford,FAIRFIELD,CT,For Profit,true,true,128,128,126,0,0,500,450,,,,,126,0,0,0,0,3,12,13,80,16,2,0,54,72,0,11,14,87,1,13,0,53,57,14,0,2,0,98,0,0,0,0,16,6,0,0,0,0,0,6,0,2019,POINT (-73.5614 41.13995800000001)
,,CCNH,"Windsor Health and Rehabilitation Center, LLC",(860) 688-7211,581 Poquonock Avenue,Windsor,HARTFORD,CT,For Profit,true,true,108,108,93,0,0,456,424,,,,,93,0,0,0,1,3,16,25,26,11,11,0,47,46,0,18,35,27,0,13,0,53,35,5,0,0,0,65,0,0,5,0,7,7,0,0,0,0,2,7,0,2018,POINT (-72.658685 41.86911)
,,CCNH,Cassena Care at Norwalk,(203) 853-0010,23 Prospect Avenue,Norwalk,FAIRFIELD,CT,For Profit,true,true,150,150,109,0,0,444.15,396.9,,,,,109,0,0,1,2,10,21,32,32,11,0,0,53,56,0,8,59,23,0,19,0,70,31,6,1,1,0,87,0,0,6,0,12,1,0,0,0,0,0,2,1,2013,POINT (-73.422102 41.114044)
,,CCNH,Douglas Manor,(860) 423-4636,103 North Road,Windham,WINDHAM,CT,For Profit,true,true,90,90,75,0,0,405,385,,,,,75,0,0,0,0,1,5,6,24,30,9,0,26,49,0,11,6,49,0,9,0,71,2,2,0,0,0,39,0,0,2,0,18,3,0,0,0,0,0,13,0,2016,POINT (-72.163347 41.705233)
,,CCNH,"Marlborough Health Center, Inc.",(860) 295-9531,85 Stage Harbor Road,Marlborough,HARTFORD,CT,For Profit,true,true,120,120,101,0,0,430,405,380,,,,101,0,0,0,1,4,11,12,26,41,6,0,39,62,0,40,18,31,3,9,0,97,1,2,0,1,0,56,0,0,14,0,16,2,0,0,0,0,0,7,6,2014,POINT (-72.476829 41.652591)
