FACID,FACILITY_TYPE,LIC#,LICENSED_NAME,ALPHA_NAME,ADDRESS,FAC_ADDR_2,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,TELEPHONE,FAXPHONE,FACEMAIL,LIC_EXPIRES,LICENSED_OWNER,OWNADDR,owncsz,OwnDesc,ADMIN,TITLE,RunDate,HospBedTotal
NJ22791,COMPREHENSIVE REHABILITATION HOSPITAL,22791,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF VINELAND,ENCOMPASS HEALTH REHAB HOSPITAL OF VINELAND,1237 W SHERMAN AVENUE, ,VINELAND,NJ,08360,"VINELAND, NJ  08360",CUMBERLAND,(856) 696-7100,(856) 696-9040,tammy.feuer@encompasshealth.com,2/28/2021,"ENCOMPASS HEALTH REHAB HOSPITAL OF VINELAND, LLC",9001 LIBERTY PARKWAY,"BIRMINGHAM, AL  35242",Profit - Corporation,Ms. TAMMY FEUER,,6/17/2020,30
NJ31C0001091,AMBULATORY SURGICAL CENTER,R24499,ENDO SURGI CENTER OF OLD BRIDGE LLC,ENDO SURGI CENTER OF OLD BRIDGE LLC,42 THROCKMORTON LANE, ,OLD BRIDGE,NJ,08857,"OLD BRIDGE, NJ  08857",MIDDLESEX,(732) 679-8808,(732) 679-7280,endosurgiob@yahoo.com,9/30/2020,"ENDO SURGI CENTER OF OLD BRIDGE, L.L.C.",42 THROCKMORTON LANE,"OLD BRIDGE, NJ  08857",Profit - LLC,Dr. AMIT POONIA,,6/17/2020,
NJ24085,AMBULATORY SURGICAL CENTER,24085,ENDOSCOPY CENTER OF BERGEN COUNTY,ENDOSCOPY CENTER OF BERGEN COUNTY,80 EISENHOWER DRIVE, ,PARAMUS,NJ,07652,"PARAMUS, NJ  07652",BERGEN,(201) 336-1100,(201) 336-1040,ashechter@uspi.com,7/31/2020,"PARAMUS ENDOSCOPY, LLC",80 EISENHOWER DRIVE,"PARAMUS, NJ  07652",Profit - LLC,Mr. AARON SHECHTER,,6/17/2020,
NJ31C0001152,AMBULATORY SURGICAL CENTER,23065,"ENDOSCOPY CENTER OF HACKENSACK, LLC","ENDOSCOPY CENTER OF HACKENSACK, LLC","170 PROSPECT AVENUE, SUITE 10", ,HACKENSACK,NJ,07601,"HACKENSACK, NJ  07601",BERGEN,(201) 498-0030,(201) 708-6300,ashechter@uspi.com,12/31/2020,"ENDOSCOPY CENTER OF HACKENSACK, L.L.C.","170 PROSPECT AVENUE, SUITE 10","HACKENSACK, NJ  07601",Profit - LLC,Mr. AARON SHECHTER,,6/17/2020,
NJ31C0001033,AMBULATORY SURGICAL CENTER,24273,ENDOSCOPY CENTER OF MONMOUTH COUNTY,ENDOSCOPY CENTER OF MONMOUTH COUNTY,"222 SCHANCK ROAD, SUITE 100", ,FREEHOLD,NJ,07728,"FREEHOLD, NJ  07728",MONMOUTH,(732) 845-0990,(732) 845-0088,tbrinkley@freeholdendoscopy.com,12/31/2020,FREEHOLD ENDOSCOPY ASSOCIATES LLC,"222 SCHANCK ROAD, SUITE 100","FREEHOLD, NJ  07728",Profit - LLC,Ms. TRINA BRINKLEY,,6/17/2020,
NJ31C0001082,SURGICAL PRACTICE,R24582,ENDOSCOPY CENTER OF OCEAN COUNTY,ENDOSCOPY CENTER OF OCEAN COUNTY,477 LAKEHURST ROAD, ,TOMS RIVER,NJ,08755,"TOMS RIVER, NJ  08755",OCEAN,(732) 349-4422,(732) 349-8126,otamimi@allieddisgestivehealth.com,6/30/2021,"ENDOSCOPY CENTER OF OCEAN COUNTY, PC",477 LAKEHURSE ROAD,"TOMS RIVER, NJ  08755",Profit - Corporation,. KAREN DITTMAN,,6/17/2020,
NJ90078,SURGICAL PRACTICE,R24581,ENDOSCOPY CENTER OF TOMS RIVER LLC,ENDOSCOPY CENTER OF TOMS RIVER,473 LAKEHURST ROAD, ,TOMS RIVER,NJ,08755,"TOMS RIVER, NJ  08755",OCEAN,(732) 349-4422,(732) 349-8126,gorji@allieddigestivehealth.com,6/30/2021,"ENDOSCOPY CENTER OF TOMS RIVER, LLC",473 LAKEHURST ROAD,"TOMS RIVER, NJ  08755",,. GODYSON ORJI,,6/17/2020,
NJ31C0001068,AMBULATORY SURGICAL CENTER,R24498,"ENDO-SURGI CENTER, PA","ENDO-SURGI CENTER, PA",1201 MORRIS AVENUE, ,UNION,NJ,07083,"UNION, NJ  07083",UNION,(908) 686-0066,(908) 686-5388,endounion@yahoo.com,5/31/2020,ENDO SURGI CENTER PA,1201 MORRIS AVENUE,"UNION, NJ  07083",Profit - Partnership,Ms. SHARON DEMATO,,6/17/2020,
NJ31C0001053,AMBULATORY SURGICAL CENTER,22847,ENDO-SURGICAL CENTER OF NORTH JERSEY,ENDO-SURGICAL CENTER OF NORTH JERSEY,999 CLIFTON AVENUE, ,CLIFTON,NJ,07013,"CLIFTON, NJ  07013",PASSAIC,(973) 777-3938,(973) 591-0178,drfocazio@gmail.com,12/31/2020,"WILLIAM J. FOCAZIO, M.D, P.A.",999 CLIFTON AVENUE,"CLIFTON, NJ  07013",,. WILLIAM FOCAZIO,,6/17/2020,
NJ24402,AMBULATORY CARE FACILITY,24402,"ENGLEWOOD DIAGNOSTIC AND IMAGING CENTER, LLC","ENGLEWOOD DIAGNOSTIC AND IMAGING CENTER, LLC","177 N DEAN STREET, SUITE 202", ,ENGLEWOOD,NJ,07631,"ENGLEWOOD, NJ  07631",BERGEN,(201) 731-3507,(800) 394-6163,englewooddiagnostic@gmail.com,7/31/2020,"ENGLEWOOD DIAGNOSTIC AND IMAGING CENTER, LLC","177 N DEAN STREET, SUITE 202","ENGLEWOOD, NJ  07631",,Mr. WASI NAYEEM,,6/17/2020,
NJ22236,END STAGE RENAL DIALYSIS,22236,ENGLEWOOD DIALYSIS CENTER,ENGLEWOOD DIALYSIS CENTER,"350 ENGLE STREET, 1ST FLOOR", ,ENGLEWOOD,NJ,07631,"ENGLEWOOD, NJ  07631",BERGEN,(201) 503-1401,(201) 503-1406,ma.donata.andrade@fmc-na.com,4/30/2021,"NORTHERN NEW JERSEY DIALYSIS, LLC",95 HAYDEN AVENUE,"LEXINGTON, MA  02420",,Ms. DEBORA KEARNEY,,6/17/2020,
NJ10202,GENERAL ACUTE CARE HOSPITAL,10202,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST, ,ENGLEWOOD,NJ,07631,"ENGLEWOOD, NJ  07631",BERGEN,(201) 894-3000,(201) 894-1345,warren.geller@ehmchealth.org,6/30/2021,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE STREET,"ENGLEWOOD, NJ  07631",Non-Profit - Hospital,. WARREN GELLER,,6/17/2020,531
NJR24629,SURGICAL PRACTICE,R24629,"ENGLEWOOD SURGERY CENTER, LLC","ENGLEWOOD SURGERY CENTER, LLC","140 SYLVAN AVENUE, SUITE 101B", ,ENGLEWOOD,NJ,07632,"ENGLEWOOD, NJ  07632",BERGEN,(201) 945-6564,(201) 461-9038,,5/31/2020,"ENGLEWOOD SURGERY CENTER, LLC","140 SYLVAN AVENUE, SUITE 101B","ENGLEWOOD CLIFFS, NJ  07632",Profit - LLC,. JENNIFER TORFORELLO,,6/17/2020,
NJ25042,HOSPICE CARE PROGRAM,25042,ENNOBLE CARE HOSPICE LLC,ENNOBLE CARE HOSPICE LLC,"2 UNIVERSITY PLAZA DRIVE, SUITE 204", ,HACKENSACK,NJ,07601,"HACKENSACK, NJ  07601",BERGEN,(973) 435-9463,          ,,4/30/2021,"ENNOBLE CARE HOSPICE, LLC","2 UNIVERSITY DRIVE, SUITE 204","HACKENSACK, NJ  07601",Profit - LLC,Mr. DANIEL STOKAR,,6/17/2020,
NJ24185,AMBULATORY CARE FACILITY,24185,"ENT AND ALLERGY ASSOCIATES, L.L.P.","ENT AND ALLERGY ASSOCIATES, LLP",1211 HAMBURG TURNPIKE, ,WAYNE,NJ,07470,"WAYNE, NJ  07470",PASSAIC,(973) 633-0808,(973) 633-8811,,1/31/2021,"ENT AND ALLERGY ASSOCIATES, LLP",1211 HAMBURG TURNPIKE SUITE 209,"WAYNE, NJ  07470",Profit - Partnership,Mr. ANTHONY STELLA,,6/17/2020,
NJ50706,PSYCHIATRIC HOSPITAL,50706,ESSEX COUNTY HOSPITAL CENTER,ESSEX COUNTY HOSPITAL CENTER,204 GROVE AVENUE, ,CEDAR GROVE,NJ,07009,"CEDAR GROVE, NJ  07009",ESSEX,(973) 571-2801,(973) 571-2864,fdelgaudio@health.essexcountynj.org,8/31/2020,COUNTY OF ESSEX,204 GROVE AVENUE,"CEDAR GROVE, NJ  07009",Govt - Hospital,. FRANK DELGAUDIO,,6/17/2020,180
NJ31C0001148,AMBULATORY SURGICAL CENTER,22810,"ESSEX ENDOSCOPY CENTER, L.L.C.","ESSEX ENDOSCOPY CENTER, LLC",275 CHESTNUT STREET, ,NEWARK,NJ,07105,"NEWARK, NJ  07105",ESSEX,(973) 589-5545,(973) 589-0073,firpog@aol.com,9/30/2020,"FIRPO E. GUERRERO, M.D.",275 CHESTNUT STREET,"NEWARK, NJ  07105",,Dr. FIRPO GUERRERO,,6/17/2020,
NJ31C0001156,AMBULATORY SURGICAL CENTER,24309,ESSEX SPECIALIZED SURGICAL INSTITUTE,ESSEX SPECIALIZED SURGICAL INSTITUTE,475 PROSPECT AVENUE, ,WEST ORANGE,NJ,07052,"WEST ORANGE, NJ  07052",ESSEX,(973) 325-6716,(973) 325-6723,quinn@omnieyeservices.com,5/31/2020,"ESSEX SPECIALIZED SURGICAL INSTITUTE, L.L.C.",475 PROSPECT AVENUE,"WEST ORANGE, NJ  07052",Profit - LLC,Ms. JOYCE KOZACIK,,6/17/2020,
NJ90061,SURGICAL PRACTICE,R24569,"ESSEX SURGICAL ARTS SURGERY CENTER, LLC",ESSEX SURGICAL ARTS SURGERY CENTER,727 JORALEMON STREET, ,BELLEVILLE,NJ,07109,"BELLEVILLE, NJ  07109",ESSEX,(973) 450-1600,(973) 450-1602,ESSESXSURGICALARTS@GMAIL.COM,5/31/2021,ESSEX SURGICAL ARTS SURGERY CENTER LLC,727 JORALEMON STREET,"BELLEVILLE, NJ  07109",,Dr. JOHN COZZARELLI,,6/17/2020,
NJ909049,AMBULATORY SURGICAL CENTER,R24648,"ESSEX SURGICAL, L.L.C.","ESSEX SURGICAL, LLC",776 NORTHFIELD AVENUE, ,WEST ORANGE,NJ,07052,"WEST ORANGE, NJ  07052",ESSEX,(973) 324-2300,(973) 324-1421,GCPECKJRMD@YAHOO.COM,4/30/2021,"ESSEX SURGICAL, LLC",776 NORTHFIELD AVENUE,"WEST ORANGE, NJ  07052",Profit - LLC,"Dr. GEORGE PECK, JR",,6/17/2020,
NJ22353,AMBULATORY CARE FACILITY,22353,"EVA'S VILLAGE, INC","EVA'S VILLAGE, INC",20 JACKSON STREET, ,PATERSON,NJ,07501,"PATERSON, NJ  07501",PASSAIC,(973) 523-6220,(973) 825-7297,marie.reger@evasvillage.org,6/30/2020,EVA'S VILLAGE HEALTHCARE,20 JACKSON STREET,"PATERSON, NJ  07501",,Ms. JANIENE DIAZ-FASANO,,6/17/2020,
NJ311823,FEDERALLY QUALIFIED HEALTH CENTERS,22436,EWING HEALTH CENTER,EWING HEALTH CENTER,112 EWING STREET, ,TRENTON,NJ,08609,"TRENTON, NJ  08609",MERCER,(609) 278-5909,(609) 392-6453,merkle.cherry@henryjaustin.org,4/30/2021,"HENRY J. AUSTIN HEALTH CENTER, INC.",321 NORTH WARREN STREET,"TRENTON, NJ  08618",Non-Profit - Corporation,Dr. KEMI ALLI,,6/17/2020,
NJ31C0001014,AMBULATORY SURGICAL CENTER,R24490,EYE AND LASER SURGERY CENTERS OF NEW JERSEY L.L.C.,EYE AND LASER SURGERY CENTERS OF NEW JERSEY LLC,330 SOUTH STREET, ,MORRISTOWN,NJ,07960,"MORRISTOWN, NJ  07960",MORRIS,(973) 871-2020,(973) 871-2000,TINSALACO@RETINASPECIALISTSNJ.COM,6/30/2021,"EYE AND LASER SURGERY CENTERS OF NEW JERSEY, L.L.C",330 SOUTH STREET,"MORRISTOWN, NJ  07960",,. TRACY INSALACO,,6/17/2020,
NJ31C0001010,AMBULATORY SURGICAL CENTER,R24624,EYE PHYSICIANS OF SUSSEX COUNTY,EYE PHYSICIANS OF SUSSEX COUNTY,183 HIGH STREET, ,NEWTON,NJ,07860,"NEWTON, NJ  07860",SUSSEX,(973) 383-6345,(973) 383-0032,surgiical@sussexeyes.com,2/28/2021,EYE PHYSICIANS OF SUSSEX COUNTY,183 HIGH STREET,"NEWTON, NJ  07860",Profit - Corporation,Ms. KUHAR LOU RN,,6/17/2020,
NJ31C0001012,SURGICAL PRACTICE,R24575,"EYE SURGICENTER OF NEW JERSEY LLC, THE","EYE SURGICENTER OF NEW JERSEY, THE",1205 NORTH HIGH STREET, ,MILLVILLE,NJ,08332,"MILLVILLE, NJ  08332",CUMBERLAND,(856) 825-3937,(856) 825-6430,,5/31/2020,"EYE SURGICENTER OF NEW JERSEY, LLC",1205 NORTH HIGH STREET,"MILLVILLE, NJ  08332",,Ms. JENNIFER RISPO-MAGUIRE,,6/17/2020,
NJ24271,AMBULATORY SURGICAL CENTER,24271,FAIR LAWN ASC LLC,FAIR LAWN ASC LLC,15-01 POLLITT DRIVE - IND CTR 1 - UNIT 8B, ,FAIR LAWN,NJ,07410,"FAIR LAWN, NJ  07410",BERGEN,(201) 773-6537,(201) 773-6539,podo2345@aol.com,8/31/2020,"FAIR LAWN A.S.C., L.L.C.","15-01 POLLITT DR, FAIR LAWN INDUSTRIAL CENTER UNIT","FAIR LAWN, NJ  07410",,Dr. PAUL DRUCKER,,6/17/2020,
NJ22535,AMBULATORY CARE FACILITY,22535,FAIR LAWN DIAGNOSTIC IMAGING CENTER,FAIR LAWN DIAGNOSTIC IMAGING CENTER,19-04 FAIR LAWN AVENUE, ,FAIR LAWN,NJ,07410,"FAIR LAWN, NJ  07410",BERGEN,(201) 794-3132,(201) 794-6291,bryant@medicalimagingspecialists.com,1/31/2021,DIAGNOSTIC IMAGING ASSOCIATES OF NORTH JERSEY PA,19-04 FAIR LAWN AVENUE,"FAIR LAWN, NJ  07410",,Ms. SHARONDA BRYANT,,6/17/2020,
NJ1059,END STAGE RENAL DIALYSIS,24616,FAIR LAWN DIALYSIS,FAIR LAWN DIALYSIS,18-01 POLLITT DRIVE, ,FAIRLAWN,NJ,07410,"FAIRLAWN, NJ  07410",BERGEN,(201) 796-3873,(201) 703-3543,sharleen.villain@davita.com,10/31/2020,"TOTAL RENAL CARE, INC.",2000 16TH STREET,"DENVER, CO  80202",Profit - Corporation,. SHARLEEN VILLACIN,,6/17/2020,
NJ24939,AMBULATORY CARE FACILITY,24939,"FAIRVIEW IMAGING CENTER, INC","FAIRVIEW IMAGING CENTER, INC",178 BERGEN BOULEVARD, ,FAIRVIEW,NJ,07022,"FAIRVIEW, NJ  07022",BERGEN,(201) 736-2913,(201) 313-3210,hnh286@yahoo.com,3/31/2021,"FAIRVIEW IMAGING CENTER, INC.",178 BERGEN BOULEVARD,"FAIRVIEW, NJ  07022",,Mr. MAZHAR CHOUDHRY,,6/17/2020,
NJ70691,AMBULATORY CARE FACILITY - SATELLITE,70691,"FAMCARE, INC.","FAMCARE, INC",30 MAGNOLIA AVENUE, ,BRIDGETON,NJ,08302,"BRIDGETON, NJ  08302",CUMBERLAND,(856) 451-8098,(856) 451-8406,clipscomb@famcareinc.org,2/28/2021,"FAMCARE, INC.",711 NORTH MAIN STREET,"GLASSBORO, NJ  08028",,Ms. KATHIE NIXON,,6/17/2020,
NJ80401,AMBULATORY CARE FACILITY - SATELLITE,80401,"FAMCARE, INC.","FAMCARE, INC",80 SOUTH MAIN ROAD, ,VINELAND,NJ,08360,"VINELAND, NJ  08360",CUMBERLAND,(856) 794-1235,(856) 961-7205,clipscomb@famcareinc.org,2/28/2021,"FAMCARE, INC.",711 NORTH MAIN STREET,"GLASSBORO, NJ  08028",,Ms. KATHIE NIXON,,6/17/2020,
NJ70891,AMBULATORY CARE FACILITY,70891,"FAMCARE, INC.","FAMCARE, INC",711 NORTH MAIN STREET, ,GLASSBORO,NJ,08028,"GLASSBORO, NJ  08028",GLOUCESTER,(856) 347-2277,(856) 863-2816,clipscomb@famcareinc.org,2/28/2021,"FAMCARE, INC.",711 NORTH MAIN STREET,"GLASSBORO, NJ  08028",,Ms. KATHIE NIXON,,6/17/2020,
NJ22208,AMBULATORY CARE FACILITY,22208,"FAMILY PLANNING CENTER OF OCEAN COUNTY, INC.",FAMILY PLANNING CENTER OF OCEAN COUNTY,290 RIVER AVENUE, ,LAKEWOOD,NJ,08701,"LAKEWOOD, NJ  08701",OCEAN,(732) 364-9696,(732) 364-2225,GPGROSSO@FPCOC.NET,3/31/2021,"FAMILY PLANNING CENTER OF OCEAN COUNTY, INC.",290 RIVER AVENUE,"LAKEWOOD, NJ  08701",Non-Profit - Other,Ms. GINA POLESE-GROSSO,,6/17/2020,
NJ70170,AMBULATORY CARE FACILITY,70170,FEDERATION OF JEWISH AGENCIES SENIOR CITIZENS MEDICAL CLINIC,FEDERATION OF JEWISH AGENCIES-SENIOR CITIZENS MEDI,1102 ATLANTIC AVENUE, ,ATLANTIC CITY,NJ,08401,"ATLANTIC CITY, NJ  08401",ATLANTIC,(609) 345-8409,(609) 345-7024,beronjoas@hotmail.com,6/30/2020,BERON JEWISH OLDER ADULT SERVICES OF ATLANTIC CO,1102 ATLANTIC AVENUE,"ATLANTIC CITY, NJ  08401",Non-Profit - Religious Affiliation,Ms. ADRIENNE EPSTEIN,,6/17/2020,
NJ25032,HOSPICE CARE PROGRAM,25032,FELLOWSHIP GARDEN STATE HOSPICE,FELLOWSHIP GARDEN STATE HOSPICE,8000 FELLOWSHIP ROAD, ,BASKING RIDGE,NJ,07920,"BASKING RIDGE, NJ  07920",SOMERSET,(908) 580-9519,(908) 580-8842,EFandel@FellowshipSL.org,3/31/2021,"FELLOWSHIP SENIOR LIVING, INC.",9000 FELLOWSHIP ROAD,"BASKING RIDGE, NJ  07920",NonProfit - Corporation,Ms. ELIZABETH FANDEL,,6/17/2020,
NJ24166,AMBULATORY SURGICAL CENTER,24166,FELLOWSHIP SURGICAL CENTER LLC,FELLOWSHIP SURGICAL CENTER LLC,"715 FELLOWSHIP ROAD, SUITE A", ,MOUNT LAUREL,NJ,08054,"MOUNT LAUREL, NJ  08054",BURLINGTON,(856) 316-4600,(856) 316-4601,kciminera@fellowshipsurgical.com,11/30/2020,"FELLOWSHIP SURGICAL CENTER, L.L.C.","715 FELLOWSHIP ROAD, SUITE A","MOUNT LAUREL, NJ  08054",Profit - LLC,Ms. KATHLEEN CIMINERA,R.N.,6/17/2020,
NJR24640,SURGICAL PRACTICE,R24640,FERTILITY INSTITUTE OF NJ,FERTILITY INSTITUTE OF NJ,"680 KINDERKAMACK ROAD, SUITE 200", ,ORADELL,NJ,07649,"ORADELL, NJ  07649",BERGEN,(201) 666-4200,(201) 666-2262,SARAH@FERTILITYNJNY.COM,7/31/2020,FERTILITY INSTITUTE OF NJ,400 OLD HOOK ROAD,"WESTWOOD, NJ  07675",,Mrs. SARAH MARADA,,6/17/2020,
NJR24754,AMBULATORY SURGICAL CENTER,R24754,"FIRST GI ENDOSCOPY AND SURGERY CENTER, LLC",FIRST GI ENDOSCOPY AND SURGERY CENTER LLC,"44 STATE ROUTE 23, SUITE 1", ,RIVERDALE,NJ,07457,"RIVERDALE, NJ  07457",MORRIS,(973) 248-1550,(973) 248-1560,drdasani@gmail.com,2/28/2021,"FIRST GI ENDOSCOPY & SURGERY CENTER, LLC",44 STATE ROUTE 23,"RIVERDALE, NJ  07457",,Dr. BHARAT DASANI,M.D.,6/17/2020,
NJ24987,HOSPICE CARE PROGRAM,24987,"FIRST RESPONSE HOSPICE CARE, INC.",FIRST RESPONSE HOSPICE CARE INC,"57 BRANT AVENUE, SUITE 100", ,CLARK,NJ,07066,"CLARK, NJ  07066",UNION,(908) 818-1700,(347) 689-1627,frhospicecare@gmail.com,7/31/2020,"FIRST RESPONSE HOSPICE CARE, INC.","57 KENT PLACE, SUITE 110","CLARK, NJ  07066",,Mr. HALYNA HUSAK,,6/17/2020,
NJ31C0001122,AMBULATORY SURGICAL CENTER,22749,FLORHAM PARK ENDOSCOPY,FLORHAM PARK ENDOSCOPY,195 COLUMBIA TURNPIKE, ,FLORHAM PARK,NJ,07932,"FLORHAM PARK, NJ  07932",MORRIS,(973) 410-1800,(973) 410-0959,anovack@amsurg.com,10/31/2020,"FLORHAM PARK ENDOSCOPY ASC, LLC, THE",1A BURTON HILLS BOULEVARD,"NASHVILLE, TN  37215",Profit - LLC,Ms. ANGELA NOVACK,,6/17/2020,
NJ24260,AMBULATORY SURGICAL CENTER,24260,FLORHAM PARK SURGERY CENTER,FLORHAM PARK SURGERY CENTER,"83 HANOVER ROAD, SUITE 100", ,FLORHAM PARK,NJ,07932,"FLORHAM PARK, NJ  07932",MORRIS,(973) 695-8300,(973) 695-8303,DALVAREZ@HANOVERHILLSSC.COM,2/28/2021,"HANOVER HILLS SURGERY CENTER, LLC","83 HANOVER ROAD, SUITE 100","FLORHAM PARK, NJ  07932",,. DELORES ALVAREZ,,6/17/2020,
NJ22309,END STAGE RENAL DIALYSIS,22309,FMC DIALYSIS SERVICES KINGS COURT,FRESENIUS MEDICAL CARE KINGS COURT,"2 KINGS COURT, SUITE 100", ,FLEMINGTON,NJ,08822,"FLEMINGTON, NJ  08822",HUNTERDON,(908) 806-9187,(908) 806-9198,kimberly.meinhold@fmc-na.com,9/30/2020,"FMC DIALYSIS SERVICES KINGS COURT, INC","2 KINGS COURT, SUITE 100","FLEMINGTON, NJ  08822",Profit - Corporation,Ms. KIMBERLY MEINHOLD,,6/17/2020,
NJ312503,END STAGE RENAL DIALYSIS,40705,FMC DIALYSIS SERVICES OF NORTH NEWARK,FRESENIUS MEDICAL CARE NORTH NEWARK,155 BERKLEY AVENUE, ,NEWARK,NJ,07107,"NEWARK, NJ  07107",ESSEX,(973) 412-0066,(732) 906-5420,pablo.cruz@fmc-na.com,4/30/2021,"BIO-MEDICAL APPLICATIONS OF NEW JERSEY, INC.",920 WINTER STREET,"WALTHAM, MA  02451",Profit - LLC,Mr. KENNETH BROWN,,6/17/2020,
NJ24654,END STAGE RENAL DIALYSIS,24654,FMC HACKENSACK,FRESENIUS MEDICAL CARE HACKENSACK,458 PASSAIC STREET, ,HACKENSACK,NJ,07601,"HACKENSACK, NJ  07601",BERGEN,(201) 342-0801,(201) 342-0802,debora.kearney@fmc-na.com,4/30/2021,FRESENIUS MEDICAL CARE HACKENSACK L.L.C.,920 WINTER STREET,"WALTHAM, MA  02451",,Ms. DEBORA KEARNEY,,6/17/2020,
NJ24717,END STAGE RENAL DIALYSIS,24762,FMC NORTH CAPE MAY,FRESENIUS MEDICAL CARE NORTH CAPE MAY,3301 BAYSHORE ROAD, ,NORTH CAPE MAY,NJ,08204,"NORTH CAPE MAY, NJ  08204",CAPE MAY,(609) 884-5476,(609) 884-5952,CLINIC8604@FMC-NA.COM,5/31/2020,FRESENIUS MEDICAL CARE NORTH CAPE MAY LLC,3301 BAYSHORE ROAD,"NORTH CAPE MAY, NJ  08240",Profit - LLC,Mrs. AVRIL JONASSAINT-CATHIE,,6/17/2020,
NJ41501,END STAGE RENAL DIALYSIS,41501,FMC-JOHN J DEPALMA RENAL CENTER,FRESENIUS MEDICAL CARE JOHN J DEPALMA RENAL CENTER,1 PLAZA DRIVE, ,TOMS RIVER,NJ,08757,"TOMS RIVER, NJ  08757",OCEAN,(732) 505-0637,(732) 505-0620,pamela.jackson@fmc-na.com,7/31/2020,"RENAL INSTITUTE OF CENTRAL JERSEY, L.L.C.",ONE PLAZA DRIVE,"TOMS RIVER, NJ  08757",Profit - LLC,Mrs. TAMMY ANDERSON,,6/17/2020,
NJ1226,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1226,FOR KEEPS CHILDREN'S ACUTE PARTIAL HOSPITALIZATION,FOR KEEPS CHILDREN'S ACUTE PARTIAL HOSPITALIZATION,123 HOW LANE, ,NEW BRUNSWICK,NJ,08901,"NEW BRUNSWICK, NJ  08901",MIDDLESEX,(732) 745-8600,(732) 745-7938,lhirsch@saintpetersuh.com,3/31/2020,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVENUE,"NEW BRUNSWICK, NJ  08901",Non-Profit - Religious Affiliation,Mr. LESLIE HIRSCH,,6/17/2020,
NJ25086,END STAGE RENAL DIALYSIS,25086,FRANKLIN PARK DIALYSIS,FRANKLIN PARK DIALYSIS,"3079 STATE ROUTE 27, UNIT H", ,FRANKLIN PARK,NJ,08823,"FRANKLIN PARK, NJ  08823",SOMERSET,(732) 305-7855,(732) 680-0376,suzy.cruz@davita.com,4/30/2021,"LOGOLEY DIALYSIS, LLC",2000 16TH STREET,"DENVER, CO  80202",,Ms. SUZY CRUZ,,6/17/2020,
NJ90059,AMBULATORY SURGICAL CENTER,24882,FRANKLIN SURGICAL CENTER,FRANKLIN SURGICAL CENTER,175 MORRISTOWN ROAD -  SUITE 102, ,BASKING RIDGE,NJ,07920,"BASKING RIDGE, NJ  07920",SOMERSET,(908) 766-5556,(908) 340-4156,amy.fuchs@scasurgery.com,10/31/2020,FRANKLIN SURGICAL CENTER L.L.C.,"175 MORRISTOWN ROAD, SUITE 102","BASKING RIDGE, NJ  07920",Profit - LLC,Ms. LORNA CANDO,,6/17/2020,
NJ22232,END STAGE RENAL DIALYSIS,22232,FREEHOLD DIALYSIS,FREEHOLD DIALYSIS,300 CRAIG ROAD, ,MANALAPAN,NJ,07726,"MANALAPAN, NJ  07726",MONMOUTH,(732) 303-1589,(732) 303-1895,alan.zwerin@davita.com,1/31/2021,FREEHOLD ARTIFICIAL CENTER LLC,2000 16TH STREET,"DENVER, CO  80202",Profit - LLC,. ALAN ZWERIN,,6/17/2020,
NJ25123,AMBULATORY CARE FACILITY - SATELLITE,25123,FREEHOLD PRIMARY CARE CENTER,FREEHOLD PRIMARY CARE CENTER,597 PARK AVENUE, ,FREEHOLD,NJ,07728,"FREEHOLD, NJ  07728",MONMOUTH,(732) 502-5150,          ,patricia.scherer@vnahg.org,2/28/2021,"VNA OF CENTRAL JERSEY COMMUNITY HEALTH CENTER, INC",1301 MAIN STREET,"ASBURY PARK, NJ  07712",Non-Profit - Other,Dr. KRISTINE MCCOY,,6/17/2020,
NJ31C0001013,SURGICAL PRACTICE,R24551,FREEHOLD SURGICAL CENTER,FREEHOLD SURGICAL CENTER,500 WEST MAIN STREET, ,FREEHOLD,NJ,07728,"FREEHOLD, NJ  07728",MONMOUTH,(732) 462-8707,(732) 431-0558,keil@millenniumeyecare.com,5/31/2020,FREEHOLD SURGICAL CENTER L.L.C.,500 WEST MAIN STREET,"FREEHOLD, NJ  07728",Profit - LLC,Ms. DEBORAH KEIL,,6/17/2020,
NJ25092,END STAGE RENAL DIALYSIS,25092,FRESENIUS KIDNEY CARE BAYONNE,FRESENIUS KIDNEY CARE BAYONNE,29 E 29TH STREET, ,BAYONNE,NJ,07002,"BAYONNE, NJ  07002",HUDSON,(201) 858-5358,(201) 858-5206,nino.reyes@fmc-na.com,5/31/2021,"FRESENIUS MEDICAL CARE BAYONNE, LLC",29 E 29TH STREET,"BAYONNE, NJ  07002",,Mr. MILLAD HASSANI,DIRECTOR,6/17/2020,
